"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia BAGUA (000)",24239,20587,1548,933,1171
"Empleado (001)",3756,1500,490,700,1066
"Obrero (002)",4822,4020,504,199,99
"Trabajador independiente (003)",10690,10335,355,,
"Empleador o patrono (004)",613,504,97,9,3
"Trabajador familiar no remunerado (005)",3856,3726,102,25,3
"Trabajador del hogar (006)",502,502,,,
"De 06 a 14 años (008)",710,647,49,14,
"Empleado (009)",27,23,2,2,
"Obrero (010)",103,81,19,3,
"Trabajador independiente (011)",113,111,2,,
"Empleador o patrono (012)",7,7,,,
"Trabajador familiar no remunerado (013)",425,390,26,9,
"Trabajador del hogar (014)",35,35,,,
"De 15 a 29 años (016)",8593,7511,527,242,313
"Empleado (017)",1164,596,137,147,284
"Obrero (018)",2009,1683,217,83,26
"Trabajador independiente (019)",2964,2865,99,,
"Empleador o patrono (020)",136,114,17,4,1
"Trabajador familiar no remunerado (021)",2056,1989,57,8,2
"Trabajador del hogar (022)",264,264,,,
"De 30 a 44 años (024)",8470,6839,611,460,560
"Empleado (025)",1781,609,272,382,518
"Obrero (026)",1557,1293,153,71,40
"Trabajador independiente (027)",3962,3824,138,,
"Empleador o patrono (028)",201,162,34,4,1
"Trabajador familiar no remunerado (029)",851,833,14,3,1
"Trabajador del hogar (030)",118,118,,,
"De 45 a 64 años (032)",5228,4438,300,205,285
"Empleado (033)",732,242,74,162,254
"Obrero (034)",927,759,100,37,31
"Trabajador independiente (035)",2856,2770,86,,
"Empleador o patrono (036)",200,164,35,1,
"Trabajador familiar no remunerado (037)",439,429,5,5,
"Trabajador del hogar (038)",74,74,,,
"De 65 y más años (040)",1238,1152,61,12,13
"Empleado (041)",52,30,5,7,10
"Obrero (042)",226,204,15,5,2
"Trabajador independiente (043)",795,765,30,,
"Empleador o patrono (044)",69,57,11,,1
"Trabajador familiar no remunerado (045)",85,85,,,
"Trabajador del hogar (046)",11,11,,,
,,,,,
"URBANA (048)",12143,9223,1038,852,1030
"Empleado (049)",3299,1281,411,675,932
"Obrero (050)",1952,1427,277,155,93
"Trabajador independiente (051)",5154,4909,245,,
"Empleador o patrono (052)",326,264,53,6,3
"Trabajador familiar no remunerado (053)",1012,942,52,16,2
"Trabajador del hogar (054)",400,400,,,
