"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CALCA (000)",16926,15881,42,2956,3050,2673,4049,2170,771,170,1045,57078
"De 12 a 14 años (001)",37,13,,11,2,,,,,,24,15
"De 15 a 19 años (002)",390,309,1,265,35,7,1,,,,81,360
"De 20 a 24 años (003)",1866,1478,5,909,413,105,32,14,,,388,2270
"De 25 a 29 años (004)",2143,1889,3,625,633,374,238,16,,,254,4098
"De 30 a 34 años (005)",2131,2025,3,360,583,433,543,93,9,1,106,5863
"De 35 a 39 años (006)",2034,1985,3,193,428,495,583,239,40,4,49,6973
"De 40 a 44 años (007)",1801,1767,2,113,264,350,621,306,95,16,34,7357
"De 45 a 49 años (008)",1500,1484,3,86,166,241,495,325,134,34,16,6899
"De 50 y más años (009)",5024,4931,22,394,526,668,1536,1177,493,115,93,23243
"PEA (010)",5673,5213,14,1174,1144,893,1130,594,210,54,460,17232
"De 12 a 14 años (011)",1,,,,,,,,,,1,
"De 15 a 19 años (012)",96,80,1,72,5,1,1,,,,16,89
"De 20 a 24 años (013)",622,464,1,322,109,24,4,4,,,158,652
"De 25 a 29 años (014)",778,642,2,274,211,98,54,3,,,136,1231
"De 30 a 34 años (015)",761,691,1,184,243,127,117,19,,,70,1677
"De 35 a 39 años (016)",759,727,2,104,198,194,157,58,12,2,32,2247
"De 40 a 44 años (017)",680,661,1,53,133,151,207,95,16,5,19,2481
"De 45 a 49 años (018)",572,564,,38,89,106,171,109,41,10,8,2434
"De 50 y más años (019)",1404,1384,6,127,156,192,419,306,141,37,20,6421
"Ocupada (020)",5573,5132,14,1148,1118,885,1120,586,209,52,441,17008
"De 12 a 14 años (021)",1,,,,,,,,,,1,
