"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PARURO (000)",191,2,87,70,26,6
"Conviviente (001)",49,,20,25,3,1
"Separado(a) (002)",1,,1,,,
"Casado(a) (003)",72,,9,39,20,4
"Viudo(a) (004)",3,,,1,1,1
"Divorciado(a) (005)",1,,,1,,
"Soltero(a) (006)",65,2,57,4,2,
"Hombres (008)",153,2,63,62,22,4
"Conviviente (009)",40,,15,22,2,1
"Separado(a) (010)",1,,1,,,
"Casado(a) (011)",62,,7,35,18,2
"Viudo(a) (012)",2,,,1,,1
"Divorciado(a) (013)",1,,,1,,
"Soltero(a) (014)",47,2,40,3,2,
"Mujeres (016)",38,,24,8,4,2
"Conviviente (017)",9,,5,3,1,
"Casado(a) (019)",10,,2,4,2,2
"Viudo(a) (020)",1,,,,1,
"Soltero(a) (022)",18,,17,1,,
,,,,,,
"AREA URBANA (024)",65,,27,25,11,2
"Conviviente (025)",27,,6,18,2,1
"Casado(a) (027)",14,,1,5,7,1
"Soltero(a) (030)",24,,20,2,2,
"Hombres (032)",46,,17,19,9,1
"Conviviente (033)",19,,2,15,1,1
"Casado(a) (035)",10,,1,3,6,
"Soltero(a) (038)",17,,14,1,2,
"Mujeres (040)",19,,10,6,2,1
"Conviviente (041)",8,,4,3,1,
"Casado(a) (043)",4,,,2,1,1
"Soltero(a) (046)",7,,6,1,,
,,,,,,
"AREA RURAL (048)",126,2,60,45,15,4
"Conviviente (049)",22,,14,7,1,
"Separado(a) (050)",1,,1,,,
"Casado(a) (051)",58,,8,34,13,3
"Viudo(a) (052)",3,,,1,1,1
"Divorciado(a) (053)",1,,,1,,
"Soltero(a) (054)",41,2,37,2,,
"Hombres (056)",107,2,46,43,13,3
"Conviviente (057)",21,,13,7,1,
"Separado(a) (058)",1,,1,,,
"Casado(a) (059)",52,,6,32,12,2
"Viudo(a) (060)",2,,,1,,1
"Divorciado(a) (061)",1,,,1,,
"Soltero(a) (062)",30,2,26,2,,
"Mujeres (064)",19,,14,2,2,1
"Conviviente (065)",1,,1,,,
"Casado(a) (067)",6,,2,2,1,1
"Viudo(a) (068)",1,,,,1,
"Soltero(a) (070)",11,,11,,,
