"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PAITA (000)",107818,2569,33219,30490,21823,14193,5524
"Jefe o Jefa (001)",25735,,16,4274,9953,7936,3556
"Esposa(o) / compañera(o) (002)",17669,,24,4721,7282,4592,1050
"Hijo(a) / hijastro(a) (003)",49049,1772,27323,16260,3015,656,23
"Yerno / nuera (004)",2012,,15,1405,498,87,7
"Nieto(a) (005)",6000,640,4284,1003,69,4,
"Padres / suegros (006)",741,,,,15,187,539
"Otro(a) pariente (007)",5274,149,1423,2040,740,612,310
"Trabajador(a) del hogar (008)",84,,9,51,17,6,1
"Pensionistas (009)",379,,1,274,72,25,7
"Otro(a) no pariente (010)",875,8,124,462,162,88,31
"Hombres (011)",54008,1293,16780,15049,10738,7261,2887
"Jefe o Jefa (012)",19995,,6,3276,8027,6189,2497
"Esposa(o) / compañera(o) (013)",672,,16,200,223,180,53
"Hijo(a) / hijastro(a) (014)",25689,909,13857,8995,1569,346,13
"Yerno / nuera (015)",851,,9,472,303,64,3
"Nieto(a) (016)",3039,311,2144,543,39,2,
"Padres / suegros (017)",219,,,,5,48,166
"Otro(a) pariente (018)",2855,69,692,1179,436,345,134
"Trabajador(a) del hogar (019)",10,,,6,4,,
"Pensionistas (020)",248,,1,172,48,22,5
"Otro(a) no pariente (021)",430,4,55,206,84,65,16
"Mujeres (022)",53810,1276,16439,15441,11085,6932,2637
"Jefe o Jefa (023)",5740,,10,998,1926,1747,1059
"Esposa(o) / compañera(o) (024)",16997,,8,4521,7059,4412,997
"Hijo(a) / hijastro(a) (025)",23360,863,13466,7265,1446,310,10
"Yerno / nuera (026)",1161,,6,933,195,23,4
"Nieto(a) (027)",2961,329,2140,460,30,2,
"Padres / suegros (028)",522,,,,10,139,373
"Otro(a) pariente (029)",2419,80,731,861,304,267,176
"Trabajador(a) del hogar (030)",74,,9,45,13,6,1
"Pensionistas (031)",131,,,102,24,3,2
"Otro(a) no pariente (032)",445,4,69,256,78,23,15
,,,,,,,
"URBANA (033)",102971,2452,31724,29129,20889,13554,5223
"Jefe o Jefa (034)",24605,,14,4096,9539,7598,3358
"Esposa(o) / compañera(o) (035)",16767,,23,4458,6953,4347,986
"Hijo(a) / hijastro(a) (036)",46755,1691,26055,15484,2873,632,20
"Yerno / nuera (037)",1937,,15,1353,478,84,7
"Nieto(a) (038)",5761,607,4115,967,68,4,
"Padres / suegros (039)",714,,,,15,183,516
"Otro(a) pariente (040)",5118,146,1369,1999,716,590,298
"Trabajador(a) del hogar (041)",84,,9,51,17,6,1
"Pensionistas (042)",377,,1,273,71,25,7
"Otro(a) no pariente (043)",853,8,123,448,159,85,30
"Hombres (044)",51473,1234,16003,14358,10229,6929,2720
"Jefe o Jefa (045)",19021,,5,3123,7644,5901,2348
"Esposa(o) / compañera(o) (046)",639,,15,192,217,164,51
"Hijo(a) / hijastro(a) (047)",24427,868,13202,8531,1483,331,12
"Yerno / nuera (048)",822,,9,456,292,62,3
"Nieto(a) (049)",2912,295,2053,524,38,2,
"Padres / suegros (050)",211,,,,5,48,158
"Otro(a) pariente (051)",2770,67,663,1157,418,337,128
"Trabajador(a) del hogar (052)",10,,,6,4,,
"Pensionistas (053)",246,,1,171,47,22,5
"Otro(a) no pariente (054)",415,4,55,198,81,62,15
"Mujeres (055)",51498,1218,15721,14771,10660,6625,2503
"Jefe o Jefa (056)",5584,,9,973,1895,1697,1010
"Esposa(o) / compañera(o) (057)",16128,,8,4266,6736,4183,935
"Hijo(a) / hijastro(a) (058)",22328,823,12853,6953,1390,301,8
"Yerno / nuera (059)",1115,,6,897,186,22,4
"Nieto(a) (060)",2849,312,2062,443,30,2,
"Padres / suegros (061)",503,,,,10,135,358
"Otro(a) pariente (062)",2348,79,706,842,298,253,170
"Trabajador(a) del hogar (063)",74,,9,45,13,6,1
"Pensionistas (064)",131,,,102,24,3,2
"Otro(a) no pariente (065)",438,4,68,250,78,23,15
,,,,,,,
"RURAL (066)",4847,117,1495,1361,934,639,301
"Jefe o Jefa (067)",1130,,2,178,414,338,198
"Esposa(o) / compañera(o) (068)",902,,1,263,329,245,64
"Hijo(a) / hijastro(a) (069)",2294,81,1268,776,142,24,3
"Yerno / nuera (070)",75,,,52,20,3,
"Nieto(a) (071)",239,33,169,36,1,,
"Padres / suegros (072)",27,,,,,4,23
"Otro(a) pariente (073)",156,3,54,41,24,22,12
"Pensionistas (075)",2,,,1,1,,
"Otro(a) no pariente (076)",22,,1,14,3,3,1
"Hombres (077)",2535,59,777,691,509,332,167
"Jefe o Jefa (078)",974,,1,153,383,288,149
"Esposa(o) / compañera(o) (079)",33,,1,8,6,16,2
"Hijo(a) / hijastro(a) (080)",1262,41,655,464,86,15,1
"Yerno / nuera (081)",29,,,16,11,2,
"Nieto(a) (082)",127,16,91,19,1,,
"Padres / suegros (083)",8,,,,,,8
"Otro(a) pariente (084)",85,2,29,22,18,8,6
"Pensionistas (086)",2,,,1,1,,
"Otro(a) no pariente (087)",15,,,8,3,3,1
"Mujeres (088)",2312,58,718,670,425,307,134
"Jefe o Jefa (089)",156,,1,25,31,50,49
"Esposa(o) / compañera(o) (090)",869,,,255,323,229,62
"Hijo(a) / hijastro(a) (091)",1032,40,613,312,56,9,2
"Yerno / nuera (092)",46,,,36,9,1,
"Nieto(a) (093)",112,17,78,17,,,
"Padres / suegros (094)",19,,,,,4,15
"Otro(a) pariente (095)",71,1,25,19,6,14,6
"Otro(a) no pariente (098)",7,,1,6,,,
