"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia LA UNION",,,,,,,,
"Hogares (001)",4710,3181,1141,406,42,137,98,1369
"Ocupantes presentes (002)",15442,11345,4086,1487,148,493,317,3559
"Casa independiente",,,,,,,,
"Hogares (004)",4420,3003,1061,383,40,127,86,1269
"Ocupantes presentes (005)",14547,10782,3896,1426,142,467,301,3251
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",45,35,33,7,,4,8,7
"Ocupantes presentes (011)",99,75,73,15,,8,9,19
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",71,56,45,13,2,6,4,7
"Ocupantes presentes (014)",177,144,115,31,6,18,7,19
"Choza o cabaña",,,,,,,,
"Hogares (016)",159,81,2,3,,,,77
"Ocupantes presentes (017)",577,325,2,15,,,,247
"Vivienda improvisada",,,,,,,,
"Hogares (019)",2,,,,,,,2
"Ocupantes presentes (020)",5,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",11,6,,,,,,5
"Ocupantes presentes (023)",35,19,,,,,,16
"Otro tipo",,,,,,,,
"Hogares (025)",2,,,,,,,2
"Ocupantes presentes (026)",2,,,,,,,2
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2309,1638,839,279,32,132,91,567
"Ocupantes presentes (029)",7362,5604,2919,977,110,473,303,1406
"Casa independiente",,,,,,,,
"Hogares (031)",2187,1545,761,259,30,122,79,549
"Ocupantes presentes (032)",7064,5375,2731,931,104,447,287,1356
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",45,35,33,7,,4,8,7
"Ocupantes presentes (038)",99,75,73,15,,8,9,19
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",71,56,45,13,2,6,4,7
"Ocupantes presentes (041)",177,144,115,31,6,18,7,19
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",2,,,,,,,2
"Ocupantes presentes (047)",5,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",3,2,,,,,,1
"Ocupantes presentes (050)",16,10,,,,,,6
"Otro tipo",,,,,,,,
"Hogares (052)",1,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,1
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",2401,1543,302,127,10,5,7,802
"Ocupantes presentes (056)",8080,5741,1167,510,38,20,14,2153
"Casa independiente",,,,,,,,
"Hogares (058)",2233,1458,300,124,10,5,7,720
"Ocupantes presentes (059)",7483,5407,1165,495,38,20,14,1895
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",159,81,2,3,,,,77
"Ocupantes presentes (071)",577,325,2,15,,,,247
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",8,4,,,,,,4
"Ocupantes presentes (077)",19,9,,,,,,10
"Otro tipo",,,,,,,,
"Hogares (079)",1,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,1
