"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia JAUJA (000)",1821,502,1319
"Sin nivel (001)",42,8,34
"Educación inicial (002)",3,1,2
"Primaria (003)",344,54,290
"Secundaria (004)",868,261,607
"Superior no univ. incompleta (005)",118,45,73
"Superior no univ. completa (006)",250,76,174
"Superior univ. incompleta (007)",44,12,32
"Superior univ. completa (008)",152,45,107
"Hombres (010)",1316,336,980
"Sin nivel (011)",20,4,16
"Educación inicial (012)",3,1,2
"Primaria (013)",267,40,227
"Secundaria (014)",694,194,500
"Superior no univ. incompleta (015)",83,27,56
"Superior no univ. completa (016)",132,35,97
"Superior univ. incompleta (017)",33,8,25
"Superior univ. completa (018)",84,27,57
"Mujeres (020)",505,166,339
"Sin nivel (021)",22,4,18
"Primaria (023)",77,14,63
"Secundaria (024)",174,67,107
"Superior no univ. incompleta (025)",35,18,17
"Superior no univ. completa (026)",118,41,77
"Superior univ. incompleta (027)",11,4,7
"Superior univ. completa (028)",68,18,50
,,,
"AREA URBANA (030)",1399,353,1046
"Sin nivel (031)",27,2,25
"Educación inicial (032)",1,,1
"Primaria (033)",223,24,199
"Secundaria (034)",647,170,477
"Superior no univ. incompleta (035)",107,39,68
"Superior no univ. completa (036)",217,66,151
"Superior univ. incompleta (037)",36,10,26
"Superior univ. completa (038)",141,42,99
"Hombres (040)",973,218,755
"Sin nivel (041)",10,1,9
"Educación inicial (042)",1,,1
"Primaria (043)",169,16,153
"Secundaria (044)",503,117,386
"Superior no univ. incompleta (045)",74,23,51
"Superior no univ. completa (046)",113,30,83
"Superior univ. incompleta (047)",26,7,19
"Superior univ. completa (048)",77,24,53
"Mujeres (050)",426,135,291
"Sin nivel (051)",17,1,16
"Primaria (053)",54,8,46
"Secundaria (054)",144,53,91
"Superior no univ. incompleta (055)",33,16,17
"Superior no univ. completa (056)",104,36,68
"Superior univ. incompleta (057)",10,3,7
"Superior univ. completa (058)",64,18,46
,,,
"AREA RURAL (060)",422,149,273
"Sin nivel (061)",15,6,9
"Educación inicial (062)",2,1,1
"Primaria (063)",121,30,91
"Secundaria (064)",221,91,130
"Superior no univ. incompleta (065)",11,6,5
"Superior no univ. completa (066)",33,10,23
"Superior univ. incompleta (067)",8,2,6
"Superior univ. completa (068)",11,3,8
"Hombres (070)",343,118,225
"Sin nivel (071)",10,3,7
"Educación inicial (072)",2,1,1
"Primaria (073)",98,24,74
"Secundaria (074)",191,77,114
"Superior no univ. incompleta (075)",9,4,5
"Superior no univ. completa (076)",19,5,14
"Superior univ. incompleta (077)",7,1,6
"Superior univ. completa (078)",7,3,4
"Mujeres (080)",79,31,48
"Sin nivel (081)",5,3,2
"Primaria (083)",23,6,17
"Secundaria (084)",30,14,16
"Superior no univ. incompleta (085)",2,2,
"Superior no univ. completa (086)",14,5,9
"Superior univ. incompleta (087)",1,1,
"Superior univ. completa (088)",4,,4
