"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PUERTO INCA (000)",9214,9024,2554,1240,1173,873,1309,902,559,414,190,27141
"De 12 a 14 años (001)",1191,1185,1170,14,1,,,,,,6,16
"De 15 a 19 años (002)",1435,1391,916,370,97,5,3,,,,44,591
"De 20 a 24 años (003)",1217,1166,197,420,374,125,45,5,,,51,1761
"De 25 a 29 años (004)",1111,1083,114,188,313,245,186,34,3,,28,2587
"De 30 a 34 años (005)",913,898,40,88,161,191,295,107,13,3,15,3093
"De 35 a 39 años (006)",877,866,35,63,83,131,268,201,64,21,11,3845
"De 40 a 44 años (007)",693,687,31,25,57,68,183,184,91,48,6,3613
"De 45 a 49 años (008)",529,521,12,21,30,42,121,112,114,69,8,3210
"De 50 y más años (009)",1248,1227,39,51,57,66,208,259,274,273,21,8425
"PEA (010)",2070,1990,424,313,248,214,334,224,132,101,80,6617
"De 12 a 14 años (011)",78,78,74,4,,,,,,,,4
"De 15 a 19 años (012)",250,238,155,61,21,1,,,,,12,106
"De 20 a 24 años (013)",269,244,62,93,54,25,8,2,,,25,322
"De 25 a 29 años (014)",294,279,64,51,63,55,39,7,,,15,554
"De 30 a 34 años (015)",279,270,25,43,45,51,79,22,5,,9,816
"De 35 a 39 años (016)",246,239,20,36,26,34,57,45,12,9,7,915
"De 40 a 44 años (017)",203,200,10,10,19,19,51,59,22,10,3,1009
"De 45 a 49 años (018)",155,153,2,5,11,16,37,31,36,15,2,910
"De 50 y más años (019)",296,289,12,10,9,13,63,58,57,67,7,1981
"Ocupada (020)",1928,1856,353,292,237,203,324,221,127,99,72,6411
"De 12 a 14 años (021)",68,68,66,2,,,,,,,,2
"De 15 a 19 años (022)",210,200,123,55,21,1,,,,,10,100
