"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LA UNION (000)",5843,1019,9,2073,1512,202,438,121,469
"Agric., ganadería, caza y silvicultura (001)",4059,874,5,1750,1057,102,143,50,78
"Pesca (002)",2,1,,1,,,,,
"Explotación de minas y canteras (003)",37,4,,7,12,,7,1,6
"Industrias manufactureras (004)",88,9,,26,28,7,10,5,3
"Suministro de electricidad, gas y agua (005)",15,,,3,7,1,1,1,2
"Construcción (006)",223,13,,69,111,12,10,6,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",294,27,1,75,99,20,40,11,21
"Venta, mant.y rep. veh.autom.y motoc. (008)",14,,,1,3,2,5,2,1
"Comercio al por mayor (009)",13,2,1,2,1,,2,3,2
"Comercio al por menor (010)",267,25,,72,95,18,33,6,18
"Hoteles y restaurantes (011)",113,24,,30,31,6,6,7,9
"Trans., almac. y comunicaciones (012)",94,1,1,11,34,11,18,4,14
"Activid.inmobil., empres. y de alquiler (014)",65,2,,4,12,5,18,1,23
"Admin.pub. y defensa; p. segur.soc.afil (015)",128,5,,7,26,11,30,15,34
"Enseñanza (016)",369,,,2,22,12,109,12,212
"Servicios sociales y de salud (017)",91,,,,5,4,27,4,51
"Otras activ. serv.comun.soc y personales (018)",53,3,,9,19,3,9,3,7
"Hogares privados con servicio doméstico (019)",95,32,1,33,26,1,1,1,
"Actividad economica no especificada (021)",117,24,1,46,23,7,9,,7
"Hombres (022)",3541,355,4,1344,1084,144,263,82,265
"Agric., ganadería, caza y silvicultura (023)",2554,312,3,1158,787,80,108,40,66
"Pesca (024)",1,,,1,,,,,
"Explotación de minas y canteras (025)",37,4,,7,12,,7,1,6
"Industrias manufactureras (026)",59,7,,18,19,4,7,3,1
"Suministro de electricidad, gas y agua (027)",14,,,2,7,1,1,1,2
"Construcción (028)",219,13,,67,110,12,9,6,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",124,7,,29,35,11,20,8,14
"Venta, mant.y rep. veh.autom.y motoc. (030)",11,,,1,2,2,3,2,1
"Comercio al por mayor (031)",8,1,,1,1,,,3,2
"Comercio al por menor (032)",105,6,,27,32,9,17,3,11
"Hoteles y restaurantes (033)",14,1,,2,6,2,1,,2
"Trans., almac. y comunicaciones (034)",87,,1,11,34,11,16,2,12
"Activid.inmobil., empres. y de alquiler (036)",44,1,,3,8,4,13,,15
"Admin.pub. y defensa; p. segur.soc.afil (037)",89,4,,5,24,9,17,10,20
"Enseñanza (038)",160,,,2,5,3,45,6,99
"Servicios sociales y de salud (039)",36,,,,1,3,10,2,20
"Otras activ. serv.comun.soc y personales (040)",34,1,,5,15,2,5,3,3
"Hogares privados con servicio doméstico (041)",16,3,,6,6,,1,,
"Actividad economica no especificada (043)",53,2,,28,15,2,3,,3
"Mujeres (044)",2302,664,5,729,428,58,175,39,204
"Agric., ganadería, caza y silvicultura (045)",1505,562,2,592,270,22,35,10,12
"Pesca (046)",1,1,,,,,,,
"Industrias manufactureras (048)",29,2,,8,9,3,3,2,2
"Suministro de electricidad, gas y agua (049)",1,,,1,,,,,
