"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia VILCAS HUAMAN (000)",6650,6485,49,976,1027,924,1647,1158,552,152,165,26771
"De 12 a 14 años (001)",7,4,2,2,,,,,,,3,2
"De 15 a 19 años (002)",206,188,8,159,19,1,1,,,,18,204
"De 20 a 24 años (003)",565,530,2,300,172,46,9,1,,,35,827
"De 25 a 29 años (004)",647,608,2,155,226,147,73,4,1,,39,1386
"De 30 a 34 años (005)",643,628,1,81,170,174,172,28,2,,15,1887
"De 35 a 39 años (006)",633,623,2,48,101,127,255,68,22,,10,2368
"De 40 a 44 años (007)",614,605,1,44,64,92,195,143,58,8,9,2806
"De 45 a 49 años (008)",514,509,2,25,42,53,182,126,61,18,5,2607
"De 50 y más años (009)",2821,2790,29,162,233,284,760,788,408,126,31,14684
"PEA (010)",1185,1145,12,187,207,196,295,148,77,23,40,4321
"De 15 a 19 años (012)",22,20,1,14,4,,1,,,,2,26
"De 20 a 24 años (013)",107,95,,48,29,14,3,1,,,12,168
"De 25 a 29 años (014)",130,113,1,37,40,24,11,,,,17,233
"De 30 a 34 años (015)",141,138,1,31,39,35,26,6,,,3,365
"De 35 a 39 años (016)",162,161,1,17,38,36,55,11,3,,1,541
"De 40 a 44 años (017)",149,149,,15,22,28,54,21,6,3,,598
"De 45 a 49 años (018)",103,101,,10,7,14,43,13,11,3,2,467
"De 50 y más años (019)",371,368,8,15,28,45,102,96,57,17,3,1923
"Ocupada (020)",1153,1117,12,179,202,190,288,147,76,23,36,4241
"De 15 a 19 años (022)",20,19,1,14,4,,,,,,1,22
"De 20 a 24 años (023)",101,91,,44,29,14,3,1,,,10,164
"De 25 a 29 años (024)",126,110,1,36,38,24,11,,,,16,228
