"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CASTROVIRREYNA (000)",6420,1124,1622,2746,32,848,48
"Sin nivel (001)",367,2,39,226,2,95,3
"Educación inicial (002)",3,,1,,,2,
"Primaria (003)",2055,17,392,1229,5,401,11
"Secundaria (004)",2512,205,931,1025,14,307,30
"Superior no univ. incompleta (005)",279,81,72,104,2,18,2
"Superior no univ. completa (006)",569,344,111,95,4,14,1
"Superior univ. incompleta (007)",129,63,34,27,1,4,
"Superior univ. completa (008)",506,412,42,40,4,7,1
"Hombres (010)",4490,698,1486,1939,21,339,7
"Sin nivel (011)",110,,23,69,1,17,
"Educación inicial (012)",2,,1,,,1,
"Primaria (013)",1334,5,330,872,3,122,2
"Secundaria (014)",1992,129,892,787,8,172,4
"Superior no univ. incompleta (015)",229,61,66,89,2,11,
"Superior no univ. completa (016)",375,195,100,70,2,8,
"Superior univ. incompleta (017)",106,44,33,24,1,4,
"Superior univ. completa (018)",342,264,41,28,4,4,1
"Mujeres (020)",1930,426,136,807,11,509,41
"Sin nivel (021)",257,2,16,157,1,78,3
"Educación inicial (022)",1,,,,,1,
"Primaria (023)",721,12,62,357,2,279,9
"Secundaria (024)",520,76,39,238,6,135,26
"Superior no univ. incompleta (025)",50,20,6,15,,7,2
"Superior no univ. completa (026)",194,149,11,25,2,6,1
"Superior univ. incompleta (027)",23,19,1,3,,,
"Superior univ. completa (028)",164,148,1,12,,3,
,,,,,,,
"URBANA (030)",2598,803,882,704,12,160,37
"Sin nivel (031)",56,1,13,33,1,5,3
"Educación inicial (032)",1,,1,,,,
"Primaria (033)",492,7,186,226,1,64,8
"Secundaria (034)",1083,142,534,305,6,74,22
"Superior no univ. incompleta (035)",163,55,51,45,1,9,2
"Superior no univ. completa (036)",361,241,60,50,2,7,1
"Superior univ. incompleta (037)",75,43,16,15,,1,
"Superior univ. completa (038)",367,314,21,30,1,,1
"Hombres (040)",1835,480,827,449,7,69,3
"Sin nivel (041)",19,,11,7,,1,
"Educación inicial (042)",1,,1,,,,
"Primaria (043)",328,1,165,142,,20,
"Secundaria (044)",856,93,517,204,4,36,2
"Superior no univ. incompleta (045)",125,37,46,35,1,6,
"Superior no univ. completa (046)",212,126,52,28,1,5,
"Superior univ. incompleta (047)",60,30,15,14,,1,
"Superior univ. completa (048)",234,193,20,19,1,,1
"Mujeres (050)",763,323,55,255,5,91,34
"Sin nivel (051)",37,1,2,26,1,4,3
"Primaria (053)",164,6,21,84,1,44,8
"Secundaria (054)",227,49,17,101,2,38,20
"Superior no univ. incompleta (055)",38,18,5,10,,3,2
"Superior no univ. completa (056)",149,115,8,22,1,2,1
"Superior univ. incompleta (057)",15,13,1,1,,,
"Superior univ. completa (058)",133,121,1,11,,,
,,,,,,,
"RURAL (060)",3822,321,740,2042,20,688,11
"Sin nivel (061)",311,1,26,193,1,90,
"Educación inicial (062)",2,,,,,2,
"Primaria (063)",1563,10,206,1003,4,337,3
"Secundaria (064)",1429,63,397,720,8,233,8
"Superior no univ. incompleta (065)",116,26,21,59,1,9,
"Superior no univ. completa (066)",208,103,51,45,2,7,
"Superior univ. incompleta (067)",54,20,18,12,1,3,
"Superior univ. completa (068)",139,98,21,10,3,7,
"Hombres (070)",2655,218,659,1490,14,270,4
"Sin nivel (071)",91,,12,62,1,16,
"Educación inicial (072)",1,,,,,1,
"Primaria (073)",1006,4,165,730,3,102,2
"Secundaria (074)",1136,36,375,583,4,136,2
"Superior no univ. incompleta (075)",104,24,20,54,1,5,
"Superior no univ. completa (076)",163,69,48,42,1,3,
"Superior univ. incompleta (077)",46,14,18,10,1,3,
"Superior univ. completa (078)",108,71,21,9,3,4,
"Mujeres (080)",1167,103,81,552,6,418,7
"Sin nivel (081)",220,1,14,131,,74,
"Educación inicial (082)",1,,,,,1,
"Primaria (083)",557,6,41,273,1,235,1
"Secundaria (084)",293,27,22,137,4,97,6
"Superior no univ. incompleta (085)",12,2,1,5,,4,
"Superior no univ. completa (086)",45,34,3,3,1,4,
"Superior univ. incompleta (087)",8,6,,2,,,
"Superior univ. completa (088)",31,27,,1,,3,
