"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia PURUS",,,,,,,
"Viviendas particulares (001)",736,23,73,17,565,40,18
"Ocupantes presentes (002)",3527,98,286,87,2833,147,76
"Casa independiente",,,,,,,
"Viviendas particulares (004)",722,23,72,17,562,32,16
"Ocupantes presentes (005)",3479,98,285,87,2821,117,71
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2,,1,,,,1
"Ocupantes presentes (017)",5,,1,,,,4
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",4,,,,1,3,
"Ocupantes presentes (020)",20,,,,6,14,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,,,,2,5,1
"Ocupantes presentes (023)",23,,,,6,16,1
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",249,17,10,13,173,27,9
"Ocupantes presentes (029)",1069,58,50,70,732,107,52
"Casa independiente",,,,,,,
"Viviendas particulares (031)",242,17,10,13,170,23,9
"Ocupantes presentes (032)",1037,58,50,70,720,87,52
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",4,,,,1,3,
"Ocupantes presentes (047)",20,,,,6,14,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",3,,,,2,1,
"Ocupantes presentes (050)",12,,,,6,6,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",487,6,63,4,392,13,9
"Ocupantes presentes (056)",2458,40,236,17,2101,40,24
"Casa independiente",,,,,,,
"Viviendas particulares (058)",480,6,62,4,392,9,7
"Ocupantes presentes (059)",2442,40,235,17,2101,30,19
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2,,1,,,,1
"Ocupantes presentes (071)",5,,1,,,,4
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,,,,,4,1
"Ocupantes presentes (077)",11,,,,,10,1
"Otro tipo",,,,,,,
