"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CHUPACA",,,,,,,,
"Hogares (001)",12882,9533,5752,1443,127,731,583,2623
"Ocupantes presentes (002)",50902,39680,24565,6370,509,3072,2570,8395
"Casa independiente",,,,,,,,
"Hogares (004)",12536,9345,5643,1421,126,716,572,2502
"Ocupantes presentes (005)",49725,38980,24111,6273,506,3017,2535,8061
"Departamento en edificio",,,,,,,,
"Hogares (007)",22,15,15,4,,5,4,2
"Ocupantes presentes (008)",81,58,57,23,,21,14,7
"Vivienda en quinta",,,,,,,,
"Hogares (010)",70,45,47,13,1,3,3,6
"Ocupantes presentes (011)",315,194,208,58,3,8,8,37
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",54,39,30,2,,2,1,8
"Ocupantes presentes (014)",240,180,134,8,,8,5,31
"Choza o cabaña",,,,,,,,
"Hogares (016)",176,73,2,,,,,102
"Ocupantes presentes (017)",465,213,5,,,,,250
"Vivienda improvisada",,,,,,,,
"Hogares (019)",2,1,1,,,,,1
"Ocupantes presentes (020)",5,4,4,,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",21,14,14,3,,5,3,2
"Ocupantes presentes (023)",70,50,46,8,,18,8,8
"Otro tipo",,,,,,,,
"Hogares (025)",1,1,,,,,,
"Ocupantes presentes (026)",1,1,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",7680,5930,4104,1133,111,615,509,1241
"Ocupantes presentes (029)",30381,24527,17289,4949,452,2582,2268,3894
"Casa independiente",,,,,,,,
"Hogares (031)",7512,5816,3998,1111,110,600,498,1223
"Ocupantes presentes (032)",29675,24045,16845,4852,449,2527,2233,3811
"Departamento en edificio",,,,,,,,
"Hogares (034)",22,15,15,4,,5,4,2
"Ocupantes presentes (035)",81,58,57,23,,21,14,7
"Vivienda en quinta",,,,,,,,
"Hogares (037)",70,45,47,13,1,3,3,6
"Ocupantes presentes (038)",315,194,208,58,3,8,8,37
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",54,39,30,2,,2,1,8
"Ocupantes presentes (041)",240,180,134,8,,8,5,31
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",2,1,1,,,,,1
"Ocupantes presentes (047)",5,4,4,,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",19,13,13,3,,5,3,1
"Ocupantes presentes (050)",64,45,41,8,,18,8,7
"Otro tipo",,,,,,,,
"Hogares (052)",1,1,,,,,,
"Ocupantes presentes (053)",1,1,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",5202,3603,1648,310,16,116,74,1382
"Ocupantes presentes (056)",20521,15153,7276,1421,57,490,302,4501
"Casa independiente",,,,,,,,
"Hogares (058)",5024,3529,1645,310,16,116,74,1279
"Ocupantes presentes (059)",20050,14935,7266,1421,57,490,302,4250
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",176,73,2,,,,,102
"Ocupantes presentes (071)",465,213,5,,,,,250
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,1,1,,,,,1
"Ocupantes presentes (077)",6,5,5,,,,,1
"Otro tipo",,,,,,,,
