"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia EL COLLAO (000)",81059,13151,3949,1354,62667
"Menos de 1 año (001)",1008,584,42,10,372
"De 1 a 14 años (002)",22632,9308,1182,262,11900
"De 15 a 29 años (003)",21273,1596,630,522,18538
"De 30 a 44 años (004)",15050,498,1082,318,13171
"De 45 a 64 años (005)",13549,498,809,171,12080
"De 65 y mas años (006)",7547,667,204,71,6606
"Hombres (008)",41148,6555,2090,999,31549
"Menos de 1 año (009)",493,282,19,6,186
"De 1 a 14 años (010)",11674,4822,601,140,6119
"De 15 a 29 años (011)",10928,697,317,443,9484
"De 30 a 44 años (012)",7527,220,540,241,6541
"De 45 a 64 años (013)",6783,228,492,122,5949
"De 65 y mas años (014)",3743,306,121,47,3270
"Mujeres (016)",39911,6596,1859,355,31118
"Menos de 1 año (017)",515,302,23,4,186
"De 1 a 14 años (018)",10958,4486,581,122,5781
"De 15 a 29 años (019)",10345,899,313,79,9054
"De 30 a 44 años (020)",7523,278,542,77,6630
"De 45 a 64 años (021)",6766,270,317,49,6131
"De 65 y mas años (022)",3804,361,83,24,3336
,,,,,
"URBANA (024)",25376,3374,2900,942,18193
"Menos de 1 año (025)",309,140,33,6,130
"De 1 a 14 años (026)",7037,2210,896,167,3772
"De 15 a 29 años (027)",7714,557,477,367,6317
"De 30 a 44 años (028)",5590,228,825,252,4297
"De 45 a 64 años (029)",3593,154,567,113,2767
"De 65 y mas años (030)",1133,85,102,37,910
"Hombres (032)",13040,1673,1493,724,9174
"Menos de 1 año (033)",154,62,18,5,69
"De 1 a 14 años (034)",3618,1148,453,97,1923
"De 15 a 29 años (035)",3934,230,227,312,3169
"De 30 a 44 años (036)",2783,107,397,199,2089
"De 45 a 64 años (037)",1963,88,340,87,1455
"De 65 y mas años (038)",588,38,58,24,469
"Mujeres (040)",12336,1701,1407,218,9019
"Menos de 1 año (041)",155,78,15,1,61
"De 1 a 14 años (042)",3419,1062,443,70,1849
"De 15 a 29 años (043)",3780,327,250,55,3148
"De 30 a 44 años (044)",2807,121,428,53,2208
"De 45 a 64 años (045)",1630,66,227,26,1312
"De 65 y mas años (046)",545,47,44,13,441
,,,,,
"RURAL (048)",55683,9777,1049,412,44474
"Menos de 1 año (049)",699,444,9,4,242
"De 1 a 14 años (050)",15595,7098,286,95,8128
"De 15 a 29 años (051)",13559,1039,153,155,12221
"De 30 a 44 años (052)",9460,270,257,66,8874
"De 45 a 64 años (053)",9956,344,242,58,9313
"De 65 y mas años (054)",6414,582,102,34,5696
"Hombres (056)",28108,4882,597,275,22375
"Menos de 1 año (057)",339,220,1,1,117
"De 1 a 14 años (058)",8056,3674,148,43,4196
"De 15 a 29 años (059)",6994,467,90,131,6315
"De 30 a 44 años (060)",4744,113,143,42,4452
"De 45 a 64 años (061)",4820,140,152,35,4494
"De 65 y mas años (062)",3155,268,63,23,2801
"Mujeres (064)",27575,4895,452,137,22099
"Menos de 1 año (065)",360,224,8,3,125
"De 1 a 14 años (066)",7539,3424,138,52,3932
"De 15 a 29 años (067)",6565,572,63,24,5906
"De 30 a 44 años (068)",4716,157,114,24,4422
"De 45 a 64 años (069)",5136,204,90,23,4819
"De 65 y mas años (070)",3259,314,39,11,2895
