"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CANTA (000)",12743,501,2564,2276,1946,1651,1283,939,1583
"Quechua (001)",512,,6,8,123,138,113,62,62
"Aymara (002)",5,,2,,3,,,,
"Ashaninca (003)",1,,1,,,,,,
"Otra lengua nativa (004)",2,,,2,,,,,
"Castellano (005)",12218,500,2555,2262,1820,1513,1170,877,1521
"Es sordomudo/a (007)",5,1,,4,,,,,
"Hombres (009)",6694,266,1269,1215,1049,882,710,507,796
"Quechua (010)",464,,4,6,110,134,102,57,51
"Aymara (011)",5,,2,,3,,,,
"Castellano (014)",6221,266,1263,1205,936,748,608,450,745
"Es sordomudo/a (016)",4,,,4,,,,,
"Mujeres (018)",6049,235,1295,1061,897,769,573,432,787
"Quechua (019)",48,,2,2,13,4,11,5,11
"Ashaninca (021)",1,,1,,,,,,
"Otra lengua nativa (022)",2,,,2,,,,,
"Castellano (023)",5997,234,1292,1057,884,765,562,427,776
"Es sordomudo/a (025)",1,1,,,,,,,
,,,,,,,,,
"URBANA (027)",6137,209,1206,957,798,785,662,540,980
"Quechua (028)",32,,4,5,21,1,1,,
"Aymara (029)",4,,2,,2,,,,
"Otra lengua nativa (031)",1,,,1,,,,,
"Castellano (032)",6097,209,1200,948,775,784,661,540,980
"Es sordomudo/a (034)",3,,,3,,,,,
"Hombres (036)",3155,120,592,512,414,409,342,281,485
"Quechua (037)",22,,2,4,15,,1,,
"Aymara (038)",4,,2,,2,,,,
"Castellano (041)",3126,120,588,505,397,409,341,281,485
"Es sordomudo/a (043)",3,,,3,,,,,
"Mujeres (045)",2982,89,614,445,384,376,320,259,495
"Quechua (046)",10,,2,1,6,1,,,
"Otra lengua nativa (049)",1,,,1,,,,,
"Castellano (050)",2971,89,612,443,378,375,320,259,495
,,,,,,,,,
"RURAL (054)",6606,292,1358,1319,1148,866,621,399,603
"Quechua (055)",480,,2,3,102,137,112,62,62
"Aymara (056)",1,,,,1,,,,
"Ashaninca (057)",1,,1,,,,,,
"Otra lengua nativa (058)",1,,,1,,,,,
"Castellano (059)",6121,291,1355,1314,1045,729,509,337,541
"Es sordomudo/a (061)",2,1,,1,,,,,
"Hombres (063)",3539,146,677,703,635,473,368,226,311
"Quechua (064)",442,,2,2,95,134,101,57,51
"Aymara (065)",1,,,,1,,,,
"Castellano (068)",3095,146,675,700,539,339,267,169,260
"Es sordomudo/a (070)",1,,,1,,,,,
"Mujeres (072)",3067,146,681,616,513,393,253,173,292
"Quechua (073)",38,,,1,7,3,11,5,11
"Ashaninca (075)",1,,1,,,,,,
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",3026,145,680,614,506,390,242,168,281
"Es sordomudo/a (079)",1,1,,,,,,,
