"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LUYA (000)",34203,8056,2216,518,23443
"Conviviente (001)",7558,1214,446,116,5787
"Separado(a) (002)",480,53,40,12,375
"Casado(a) (003)",11878,1823,1052,198,8821
"Viudo(a) (004)",1592,238,58,29,1267
"Divorciado(a) (005)",60,7,3,2,48
"Soltero(a) (006)",12635,4721,617,161,7145
"Hombres (008)",17785,3833,1075,299,12598
"Conviviente (009)",3730,466,215,62,2990
"Separado(a) (010)",172,10,12,7,143
"Casado(a) (011)",5910,810,535,114,4460
"Viudo(a) (012)",414,45,11,12,346
"Divorciado(a) (013)",31,4,1,,26
"Soltero(a) (014)",7528,2498,301,104,4633
"Mujeres (016)",16418,4223,1141,219,10845
"Conviviente (017)",3828,748,231,54,2797
"Separado(a) (018)",308,43,28,5,232
"Casado(a) (019)",5968,1013,517,84,4361
"Viudo(a) (020)",1178,193,47,17,921
"Divorciado(a) (021)",29,3,2,2,22
"Soltero(a) (022)",5107,2223,316,57,2512
,,,,,
"URBANA (024)",14372,3266,1642,268,9212
"Conviviente (025)",2837,439,302,38,2060
"Separado(a) (026)",205,25,27,8,145
"Casado(a) (027)",5255,762,809,127,3565
"Viudo(a) (028)",773,122,49,18,584
"Divorciado(a) (029)",36,4,3,2,27
"Soltero(a) (030)",5266,1914,452,75,2831
"Hombres (032)",7107,1455,769,167,4729
"Conviviente (033)",1392,158,145,23,1067
"Separado(a) (034)",68,5,8,4,51
"Casado(a) (035)",2577,322,397,80,1785
"Viudo(a) (036)",163,18,8,6,131
"Divorciado(a) (037)",16,1,1,,14
"Soltero(a) (038)",2891,951,210,54,1681
"Mujeres (040)",7265,1811,873,101,4483
"Conviviente (041)",1445,281,157,15,993
"Separado(a) (042)",137,20,19,4,94
"Casado(a) (043)",2678,440,412,47,1780
"Viudo(a) (044)",610,104,41,12,453
"Divorciado(a) (045)",20,3,2,2,13
"Soltero(a) (046)",2375,963,242,21,1150
,,,,,
"RURAL (048)",19831,4790,574,250,14231
"Conviviente (049)",4721,775,144,78,3727
"Separado(a) (050)",275,28,13,4,230
"Casado(a) (051)",6623,1061,243,71,5256
"Viudo(a) (052)",819,116,9,11,683
"Divorciado(a) (053)",24,3,,,21
"Soltero(a) (054)",7369,2807,165,86,4314
"Hombres (056)",10678,2378,306,132,7869
"Conviviente (057)",2338,308,70,39,1923
"Separado(a) (058)",104,5,4,3,92
"Casado(a) (059)",3333,488,138,34,2675
"Viudo(a) (060)",251,27,3,6,215
"Divorciado(a) (061)",15,3,,,12
"Soltero(a) (062)",4637,1547,91,50,2952
"Mujeres (064)",9153,2412,268,118,6362
"Conviviente (065)",2383,467,74,39,1804
"Separado(a) (066)",171,23,9,1,138
"Casado(a) (067)",3290,573,105,37,2581
"Viudo(a) (068)",568,89,6,5,468
"Divorciado(a) (069)",9,,,,9
"Soltero(a) (070)",2732,1260,74,36,1362
