"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SATIPO (000)",70150,62832,3065,1451,2802
"Hombres (001)",53836,48563,2275,984,2014
"Mujeres (002)",16314,14269,790,467,788
"De 06 a 14 años (003)",1983,1831,133,18,1
"Hombres (004)",1352,1251,85,15,1
"Mujeres (005)",631,580,48,3,
"De 15 a 29 años (006)",29093,26285,1261,502,1045
"Hombres (007)",22325,20340,938,344,703
"Mujeres (008)",6768,5945,323,158,342
"De 30 a 44 años (009)",23455,20491,1119,633,1212
"Hombres (010)",17767,15708,795,399,865
"Mujeres (011)",5688,4783,324,234,347
"De 45 a 64 años (012)",13253,11946,501,279,527
"Hombres (013)",10342,9291,412,209,430
"Mujeres (014)",2911,2655,89,70,97
"De 65 y más años (015)",2366,2279,51,19,17
"Hombres (016)",2050,1973,45,17,15
"Mujeres (017)",316,306,6,2,2
,,,,,
"URBANA (018)",21200,16353,1539,1090,2218
"Hombres (019)",13919,10553,1088,694,1584
"Mujeres (020)",7281,5800,451,396,634
"De 06 a 14 años (021)",413,374,30,8,1
"Hombres (022)",260,233,19,7,1
"Mujeres (023)",153,141,11,1,
"De 15 a 29 años (024)",7740,5991,601,349,799
"Hombres (025)",5042,3859,421,224,538
"Mujeres (026)",2698,2132,180,125,261
"De 30 a 44 años (027)",7821,5756,591,499,975
"Hombres (028)",4992,3609,397,295,691
"Mujeres (029)",2829,2147,194,204,284
"De 45 a 64 años (030)",4596,3655,289,221,431
"Hombres (031)",3148,2419,228,157,344
"Mujeres (032)",1448,1236,61,64,87
"De 65 y más años (033)",630,577,28,13,12
"Hombres (034)",477,433,23,11,10
"Mujeres (035)",153,144,5,2,2
,,,,,
"RURAL (036)",48950,46479,1526,361,584
"Hombres (037)",39917,38010,1187,290,430
"Mujeres (038)",9033,8469,339,71,154
"De 06 a 14 años (039)",1570,1457,103,10,
"Hombres (040)",1092,1018,66,8,
"Mujeres (041)",478,439,37,2,
"De 15 a 29 años (042)",21353,20294,660,153,246
"Hombres (043)",17283,16481,517,120,165
"Mujeres (044)",4070,3813,143,33,81
"De 30 a 44 años (045)",15634,14735,528,134,237
"Hombres (046)",12775,12099,398,104,174
"Mujeres (047)",2859,2636,130,30,63
"De 45 a 64 años (048)",8657,8291,212,58,96
"Hombres (049)",7194,6872,184,52,86
"Mujeres (050)",1463,1419,28,6,10
"De 65 y más años (051)",1736,1702,23,6,5
"Hombres (052)",1573,1540,22,6,5
"Mujeres (053)",163,162,1,,
