"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUALLAGA (000)",17867,2997,3161,3623,3240,2188,2658
"Católica (001)",13187,2224,2274,2565,2435,1679,2010
"Cristiana/Evangélica (002)",3121,490,532,675,546,371,507
"Otra (003)",766,151,140,157,147,82,89
"Ninguna (004)",793,132,215,226,112,56,52
"Hombres (006)",9553,1598,1586,1940,1786,1210,1433
"Católica (007)",7122,1191,1186,1384,1329,938,1094
"Cristiana/Evangélica (008)",1525,239,217,328,289,192,260
"Otra (009)",406,77,74,75,87,47,46
"Ninguna (010)",500,91,109,153,81,33,33
"Mujeres (012)",8314,1399,1575,1683,1454,978,1225
"Católica (013)",6065,1033,1088,1181,1106,741,916
"Cristiana/Evangélica (014)",1596,251,315,347,257,179,247
"Otra (015)",360,74,66,82,60,35,43
"Ninguna (016)",293,41,106,73,31,23,19
,,,,,,,
"URBANA (018)",10395,1777,1481,1820,2043,1416,1858
"Católica (019)",8190,1399,1142,1371,1628,1164,1486
"Cristiana/Evangélica (020)",1470,245,194,273,284,184,290
"Otra (021)",338,63,50,62,74,33,56
"Ninguna (022)",397,70,95,114,57,35,26
"Hombres (024)",5330,914,736,895,1072,756,957
"Católica (025)",4226,727,582,675,844,623,775
"Cristiana/Evangélica (026)",681,109,85,113,143,94,137
"Otra (027)",168,30,26,26,43,18,25
"Ninguna (028)",255,48,43,81,42,21,20
"Mujeres (030)",5065,863,745,925,971,660,901
"Católica (031)",3964,672,560,696,784,541,711
"Cristiana/Evangélica (032)",789,136,109,160,141,90,153
"Otra (033)",170,33,24,36,31,15,31
"Ninguna (034)",142,22,52,33,15,14,6
,,,,,,,
"RURAL (036)",7472,1220,1680,1803,1197,772,800
"Católica (037)",4997,825,1132,1194,807,515,524
"Cristiana/Evangélica (038)",1651,245,338,402,262,187,217
"Otra (039)",428,88,90,95,73,49,33
"Ninguna (040)",396,62,120,112,55,21,26
"Hombres (042)",4223,684,850,1045,714,454,476
"Católica (043)",2896,464,604,709,485,315,319
"Cristiana/Evangélica (044)",844,130,132,215,146,98,123
"Otra (045)",238,47,48,49,44,29,21
"Ninguna (046)",245,43,66,72,39,12,13
"Mujeres (048)",3249,536,830,758,483,318,324
"Católica (049)",2101,361,528,485,322,200,205
"Cristiana/Evangélica (050)",807,115,206,187,116,89,94
"Otra (051)",190,41,42,46,29,20,12
"Ninguna (052)",151,19,54,40,16,9,13
