"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ESPINAR (000)",22864,2601,24,9444,7013,787,1392,413,1190
"Empleado (001)",2893,10,,170,675,244,715,180,899
"Obrero (002)",3677,137,2,1109,1793,188,263,78,107
"Trabajador independiente (003)",10875,1478,7,5387,3121,291,324,113,154
"Empleador o patrono (004)",222,18,1,49,91,10,32,9,12
"Trabajador familiar no remunerado (005)",4957,933,14,2657,1208,51,52,27,15
"Trabajador del hogar (006)",240,25,,72,125,3,6,6,3
"Hombres (008)",13426,638,6,5032,5075,583,963,320,809
"Empleado (009)",1944,2,,95,489,183,438,144,593
"Obrero (010)",3240,66,1,881,1689,174,250,77,102
"Trabajador independiente (011)",6512,476,1,3326,2136,185,220,73,95
"Empleador o patrono (012)",157,7,,29,72,7,26,6,10
"Trabajador familiar no remunerado (013)",1546,83,4,695,675,33,29,18,9
"Trabajador del hogar (014)",27,4,,6,14,1,,2,
"Mujeres (016)",9438,1963,18,4412,1938,204,429,93,381
"Empleado (017)",949,8,,75,186,61,277,36,306
"Obrero (018)",437,71,1,228,104,14,13,1,5
"Trabajador independiente (019)",4363,1002,6,2061,985,106,104,40,59
"Empleador o patrono (020)",65,11,1,20,19,3,6,3,2
"Trabajador familiar no remunerado (021)",3411,850,10,1962,533,18,23,9,6
"Trabajador del hogar (022)",213,21,,66,111,2,6,4,3
,,,,,,,,,
"URBANA (024)",9491,364,4,2250,3636,600,1179,356,1102
"Empleado (025)",2542,9,,134,541,197,646,166,849
"Obrero (026)",2070,31,,387,1113,149,229,65,96
"Trabajador independiente (027)",3878,248,1,1373,1567,216,244,96,133
"Empleador o patrono (028)",163,5,1,24,79,9,28,9,8
"Trabajador familiar no remunerado (029)",667,59,2,287,238,27,26,15,13
"Trabajador del hogar (030)",171,12,,45,98,2,6,5,3
"Hombres (032)",5914,70,1,1084,2532,430,793,268,736
"Empleado (033)",1685,1,,76,394,146,386,131,551
"Obrero (034)",1924,18,,339,1055,138,219,64,91
"Trabajador independiente (035)",1923,41,,562,906,125,152,57,80
"Empleador o patrono (036)",121,2,,13,63,6,24,6,7
"Trabajador familiar no remunerado (037)",241,6,1,91,102,14,12,8,7
"Trabajador del hogar (038)",20,2,,3,12,1,,2,
"Mujeres (040)",3577,294,3,1166,1104,170,386,88,366
"Empleado (041)",857,8,,58,147,51,260,35,298
"Obrero (042)",146,13,,48,58,11,10,1,5
"Trabajador independiente (043)",1955,207,1,811,661,91,92,39,53
"Empleador o patrono (044)",42,3,1,11,16,3,4,3,1
"Trabajador familiar no remunerado (045)",426,53,1,196,136,13,14,7,6
"Trabajador del hogar (046)",151,10,,42,86,1,6,3,3
,,,,,,,,,
"RURAL (048)",13373,2237,20,7194,3377,187,213,57,88
"Empleado (049)",351,1,,36,134,47,69,14,50
"Obrero (050)",1607,106,2,722,680,39,34,13,11
"Trabajador independiente (051)",6997,1230,6,4014,1554,75,80,17,21
"Empleador o patrono (052)",59,13,,25,12,1,4,,4
"Trabajador familiar no remunerado (053)",4290,874,12,2370,970,24,26,12,2
"Trabajador del hogar (054)",69,13,,27,27,1,,1,
"Hombres (056)",7512,568,5,3948,2543,153,170,52,73
"Empleado (057)",259,1,,19,95,37,52,13,42
"Obrero (058)",1316,48,1,542,634,36,31,13,11
"Trabajador independiente (059)",4589,435,1,2764,1230,60,68,16,15
"Empleador o patrono (060)",36,5,,16,9,1,2,,3
"Trabajador familiar no remunerado (061)",1305,77,3,604,573,19,17,10,2
"Trabajador del hogar (062)",7,2,,3,2,,,,
"Mujeres (064)",5861,1669,15,3246,834,34,43,5,15
"Empleado (065)",92,,,17,39,10,17,1,8
"Obrero (066)",291,58,1,180,46,3,3,,
"Trabajador independiente (067)",2408,795,5,1250,324,15,12,1,6
"Empleador o patrono (068)",23,8,,9,3,,2,,1
"Trabajador familiar no remunerado (069)",2985,797,9,1766,397,5,9,2,
"Trabajador del hogar (070)",62,11,,24,25,1,,1,
