"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia DOS DE MAYO (000)",43634,19470,2822,343,21042
"Quechua (001)",17399,7765,412,78,9157
"Aymara (002)",20,13,1,1,6
"Asháninka (003)",5,4,1,,
"Otra lengua nativa (004)",11,3,,1,8
"Castellano (005)",26102,11658,2408,258,11806
"Idioma Extranjero (006)",6,,,4,2
"Es Sordomudo/a (007)",91,27,,1,63
"Hombres (009)",21624,9224,1404,219,10803
"Quechua (010)",8216,3510,207,46,4458
"Aymara (011)",13,7,1,1,5
"Asháninka (012)",3,2,1,,
"Otra lengua nativa (013)",5,2,,1,3
"Castellano (014)",13334,5691,1195,167,6300
"Idioma Extranjero (015)",5,,,3,2
"Es Sordomudo/a (016)",48,12,,1,35
"Mujeres (018)",22010,10246,1418,124,10239
"Quechua (019)",9183,4255,205,32,4699
"Aymara (020)",7,6,,,1
"Asháninka (021)",2,2,,,
"Otra lengua nativa (022)",6,1,,,5
"Castellano (023)",12768,5967,1213,91,5506
"Idioma Extranjero (024)",1,,,1,
"Es Sordomudo/a (025)",43,15,,,28
,,,,,
"URBANA (027)",15350,5467,2319,253,7328
"Quechua (028)",3720,1355,255,44,2071
"Aymara (029)",6,3,1,1,2
"Asháninka (030)",3,2,1,,
"Otra lengua nativa (031)",2,1,,,1
"Castellano (032)",11582,4094,2062,203,5234
"Idioma Extranjero (033)",5,,,4,1
"Es Sordomudo/a (034)",32,12,,1,19
"Hombres (036)",7546,2559,1149,164,3686
"Quechua (037)",1727,582,133,28,987
"Aymara (038)",6,3,1,1,2
"Asháninka (039)",2,1,1,,
"Otra lengua nativa (040)",2,1,,,1
"Castellano (041)",5791,1968,1014,131,2686
"Idioma Extranjero (042)",4,,,3,1
"Es Sordomudo/a (043)",14,4,,1,9
"Mujeres (045)",7804,2908,1170,89,3642
"Quechua (046)",1993,773,122,16,1084
"Asháninka (048)",1,1,,,
"Castellano (050)",5791,2126,1048,72,2548
"Idioma Extranjero (051)",1,,,1,
"Es Sordomudo/a (052)",18,8,,,10
,,,,,
"RURAL (054)",28284,14003,503,90,13714
"Quechua (055)",13679,6410,157,34,7086
"Aymara (056)",14,10,,,4
"Asháninka (057)",2,2,,,
"Otra lengua nativa (058)",9,2,,1,7
"Castellano (059)",14520,7564,346,55,6572
"Idioma Extranjero (060)",1,,,,1
"Es Sordomudo/a (061)",59,15,,,44
"Hombres (063)",14078,6665,255,55,7117
"Quechua (064)",6489,2928,74,18,3471
"Aymara (065)",7,4,,,3
"Asháninka (066)",1,1,,,
"Otra lengua nativa (067)",3,1,,1,2
"Castellano (068)",7543,3723,181,36,3614
"Idioma Extranjero (069)",1,,,,1
"Es Sordomudo/a (070)",34,8,,,26
"Mujeres (072)",14206,7338,248,35,6597
"Quechua (073)",7190,3482,83,16,3615
"Aymara (074)",7,6,,,1
"Asháninka (075)",1,1,,,
"Otra lengua nativa (076)",6,1,,,5
"Castellano (077)",6977,3841,165,19,2958
"Es Sordomudo/a (079)",25,7,,,18
