"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHINCHEROS (000)",51583,22342,2845,713,25719
"Menos de 1 año (001)",1056,823,54,2,177
"De 1 a 14 años (002)",19205,14986,886,160,3186
"De 15 a 29 años (003)",11548,3050,456,137,7907
"De 30 a 44 años (004)",8667,1040,810,186,6642
"De 45 a 64 años (005)",6885,1095,493,127,5177
"De 65 y mas años (006)",4222,1348,146,101,2630
"Hombres (008)",25701,10755,1434,371,13168
"Menos de 1 año (009)",544,413,33,1,97
"De 1 a 14 años (010)",9783,7658,419,89,1628
"De 15 a 29 años (011)",5752,1352,202,77,4122
"De 30 a 44 años (012)",4228,316,385,97,3435
"De 45 a 64 años (013)",3383,405,304,55,2626
"De 65 y mas años (014)",2011,611,91,52,1260
"Mujeres (016)",25882,11587,1411,342,12551
"Menos de 1 año (017)",512,410,21,1,80
"De 1 a 14 años (018)",9422,7328,467,71,1558
"De 15 a 29 años (019)",5796,1698,254,60,3785
"De 30 a 44 años (020)",4439,724,425,89,3207
"De 45 a 64 años (021)",3502,690,189,72,2551
"De 65 y mas años (022)",2211,737,55,49,1370
,,,,,
"URBANA (024)",16592,5598,2192,398,8425
"Menos de 1 año (025)",321,223,37,1,60
"De 1 a 14 años (026)",6024,3877,704,113,1337
"De 15 a 29 años (027)",3708,757,337,75,2540
"De 30 a 44 años (028)",3312,225,670,120,2305
"De 45 a 64 años (029)",2152,220,352,58,1527
"De 65 y mas años (030)",1075,296,92,31,656
"Hombres (032)",8223,2687,1093,232,4227
"Menos de 1 año (033)",164,113,20,,31
"De 1 a 14 años (034)",3019,1963,336,64,662
"De 15 a 29 años (035)",1801,317,151,51,1283
"De 30 a 44 años (036)",1634,76,314,73,1175
"De 45 a 64 años (037)",1098,84,217,30,772
"De 65 y mas años (038)",507,134,55,14,304
"Mujeres (040)",8369,2911,1099,166,4198
"Menos de 1 año (041)",157,110,17,1,29
"De 1 a 14 años (042)",3005,1914,368,49,675
"De 15 a 29 años (043)",1907,440,186,24,1257
"De 30 a 44 años (044)",1678,149,356,47,1130
"De 45 a 64 años (045)",1054,136,135,28,755
"De 65 y mas años (046)",568,162,37,17,352
,,,,,
"RURAL (048)",34991,16744,653,315,17294
"Menos de 1 año (049)",735,600,17,1,117
"De 1 a 14 años (050)",13181,11109,182,47,1849
"De 15 a 29 años (051)",7840,2293,119,62,5367
"De 30 a 44 años (052)",5355,815,140,66,4337
"De 45 a 64 años (053)",4733,875,141,69,3650
"De 65 y mas años (054)",3147,1052,54,70,1974
"Hombres (056)",17478,8068,341,139,8941
"Menos de 1 año (057)",380,300,13,1,66
"De 1 a 14 años (058)",6764,5695,83,25,966
"De 15 a 29 años (059)",3951,1035,51,26,2839
"De 30 a 44 años (060)",2594,240,71,24,2260
"De 45 a 64 años (061)",2285,321,87,25,1854
"De 65 y mas años (062)",1504,477,36,38,956
"Mujeres (064)",17513,8676,312,176,8353
"Menos de 1 año (065)",355,300,4,,51
"De 1 a 14 años (066)",6417,5414,99,22,883
"De 15 a 29 años (067)",3889,1258,68,36,2528
"De 30 a 44 años (068)",2761,575,69,42,2077
"De 45 a 64 años (069)",2448,554,54,44,1796
"De 65 y mas años (070)",1643,575,18,32,1018
