"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia EL DORADO",,,,,,,
"Viviendas particulares (001)",7376,705,46,144,6334,93,54
"Ocupantes presentes (002)",33628,2650,216,626,29585,309,242
"Casa independiente",,,,,,,
"Viviendas particulares (004)",6135,558,46,134,5281,77,39
"Ocupantes presentes (005)",28007,2153,216,582,24619,257,180
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",2,2,,,,,
"Ocupantes presentes (008)",9,9,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",68,59,,,8,,1
"Ocupantes presentes (011)",217,175,,,38,,4
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",20,15,,1,2,2,
"Ocupantes presentes (014)",48,32,,4,3,9,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1127,65,,9,1025,14,14
"Ocupantes presentes (017)",5244,255,,40,4848,43,58
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",9,,,,9,,
"Ocupantes presentes (020)",40,,,,40,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,4,,,3,,
"Ocupantes presentes (023)",38,22,,,16,,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",8,2,,,6,,
"Ocupantes presentes (026)",25,4,,,21,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2921,405,46,71,2348,25,26
"Ocupantes presentes (029)",13077,1494,216,309,10835,94,129
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2816,326,46,70,2326,23,25
"Ocupantes presentes (032)",12732,1263,216,305,10738,85,125
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",2,2,,,,,
"Ocupantes presentes (035)",9,9,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",68,59,,,8,,1
"Ocupantes presentes (038)",217,175,,,38,,4
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",20,15,,1,2,2,
"Ocupantes presentes (041)",48,32,,4,3,9,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",9,,,,9,,
"Ocupantes presentes (047)",40,,,,40,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",5,2,,,3,,
"Ocupantes presentes (050)",29,13,,,16,,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,1,,,,,
"Ocupantes presentes (053)",2,2,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4455,300,,73,3986,68,28
"Ocupantes presentes (056)",20551,1156,,317,18750,215,113
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3319,232,,64,2955,54,14
"Ocupantes presentes (059)",15275,890,,277,13881,172,55
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1127,65,,9,1025,14,14
"Ocupantes presentes (071)",5244,255,,40,4848,43,58
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,2,,,,,
"Ocupantes presentes (077)",9,9,,,,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",7,1,,,6,,
"Ocupantes presentes (080)",23,2,,,21,,
