"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PAITA (000)",2714,445,2269
"Sin nivel (001)",117,10,107
"Educación inicial (002)",3,,3
"Primaria (003)",849,104,745
"Secundaria (004)",1098,210,888
"Superior no univ. incompleta (005)",209,38,171
"Superior no univ. completa (006)",243,39,204
"Superior univ. incompleta (007)",70,18,52
"Superior univ. completa (008)",125,26,99
"De 14 a 29 años (010)",1341,352,989
"Sin nivel (011)",16,6,10
"Educación inicial (012)",2,,2
"Primaria (013)",287,71,216
"Secundaria (014)",668,177,491
"Superior no univ. incompleta (015)",131,31,100
"Superior no univ. completa (016)",122,31,91
"Superior univ. incompleta (017)",47,15,32
"Superior univ. completa (018)",68,21,47
"De 30 a 44 años (020)",832,73,759
"Sin nivel (021)",33,3,30
"Educación inicial (022)",1,,1
"Primaria (023)",286,24,262
"Secundaria (024)",318,28,290
"Superior no univ. incompleta (025)",60,4,56
"Superior no univ. completa (026)",83,7,76
"Superior univ. incompleta (027)",15,2,13
"Superior univ. completa (028)",36,5,31
"De 45 a 64 años (030)",458,20,438
"Sin nivel (031)",51,1,50
"Primaria (033)",222,9,213
"Secundaria (034)",106,5,101
"Superior no univ. incompleta (035)",17,3,14
"Superior no univ. completa (036)",35,1,34
"Superior univ. incompleta (037)",8,1,7
"Superior univ. completa (038)",19,,19
"De 65 y más años (040)",83,,83
"Sin nivel (041)",17,,17
"Primaria (043)",54,,54
"Secundaria (044)",6,,6
"Superior no univ. incompleta (045)",1,,1
"Superior no univ. completa (046)",3,,3
"Superior univ. completa (048)",2,,2
,,,
"AREA URBANA (050)",2560,426,2134
"Sin nivel (051)",104,10,94
"Educación inicial (052)",3,,3
"Primaria (053)",785,96,689
"Secundaria (054)",1051,203,848
"Superior no univ. incompleta (055)",196,38,158
"Superior no univ. completa (056)",233,36,197
"Superior univ. incompleta (057)",69,18,51
"Superior univ. completa (058)",119,25,94
"De 14 a 29 años (060)",1264,334,930
"Sin nivel (061)",15,6,9
"Educación inicial (062)",2,,2
"Primaria (063)",256,64,192
"Secundaria (064)",640,170,470
"Superior no univ. incompleta (065)",124,31,93
"Superior no univ. completa (066)",114,28,86
"Superior univ. incompleta (067)",47,15,32
"Superior univ. completa (068)",66,20,46
"De 30 a 44 años (070)",785,72,713
"Sin nivel (071)",32,3,29
"Educación inicial (072)",1,,1
"Primaria (073)",266,23,243
"Secundaria (074)",303,28,275
"Superior no univ. incompleta (075)",54,4,50
"Superior no univ. completa (076)",81,7,74
"Superior univ. incompleta (077)",14,2,12
"Superior univ. completa (078)",34,5,29
"De 45 a 64 años (080)",430,20,410
"Sin nivel (081)",41,1,40
"Primaria (083)",210,9,201
"Secundaria (084)",102,5,97
"Superior no univ. incompleta (085)",17,3,14
"Superior no univ. completa (086)",35,1,34
"Superior univ. incompleta (087)",8,1,7
"Superior univ. completa (088)",17,,17
"De 65 y más años (090)",81,,81
"Sin nivel (091)",16,,16
"Primaria (093)",53,,53
"Secundaria (094)",6,,6
"Superior no univ. incompleta (095)",1,,1
"Superior no univ. completa (096)",3,,3
"Superior univ. completa (098)",2,,2
,,,
"AREA RURAL (100)",154,19,135
"Sin nivel (101)",13,,13
"Primaria (103)",64,8,56
"Secundaria (104)",47,7,40
"Superior no univ. incompleta (105)",13,,13
"Superior no univ. completa (106)",10,3,7
"Superior univ. incompleta (107)",1,,1
"Superior univ. completa (108)",6,1,5
"De 14 a 29 años (110)",77,18,59
"Sin nivel (111)",1,,1
"Primaria (113)",31,7,24
"Secundaria (114)",28,7,21
"Superior no univ. incompleta (115)",7,,7
"Superior no univ. completa (116)",8,3,5
"Superior univ. completa (118)",2,1,1
"De 30 a 44 años (120)",47,1,46
"Sin nivel (121)",1,,1
"Primaria (123)",20,1,19
"Secundaria (124)",15,,15
"Superior no univ. incompleta (125)",6,,6
"Superior no univ. completa (126)",2,,2
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",2,,2
"De 45 a 64 años (130)",28,,28
"Sin nivel (131)",10,,10
"Primaria (133)",12,,12
"Secundaria (134)",4,,4
"Superior univ. completa (138)",2,,2
"De 65 y más años (140)",2,,2
"Sin nivel (141)",1,,1
"Primaria (143)",1,,1
