"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PIURA (000)",665991,126846,120035,43629,379830
"Menos de 1 año (001)",13868,6678,2405,487,4358
"De 1 a 14 años (002)",197142,75209,35531,9283,78235
"De 15 a 29 años (003)",186447,23107,20512,13624,129980
"De 30 a 44 años (004)",132223,13113,26254,8815,85320
"De 45 a 64 años (005)",97668,6509,23378,7901,60804
"De 65 y mas años (006)",38643,2230,11955,3519,21133
"Hombres (008)",327852,59084,57384,24171,189566
"Menos de 1 año (009)",7053,3450,1197,259,2179
"De 1 a 14 años (010)",100241,38346,18043,4842,39582
"De 15 a 29 años (011)",91350,8774,9453,7927,65567
"De 30 a 44 años (012)",62961,4610,11758,4834,42462
"De 45 a 64 años (013)",47534,2807,10859,4379,30061
"De 65 y mas años (014)",18713,1097,6074,1930,9715
"Mujeres (016)",338139,67762,62651,19458,190264
"Menos de 1 año (017)",6815,3228,1208,228,2179
"De 1 a 14 años (018)",96901,36863,17488,4441,38653
"De 15 a 29 años (019)",95097,14333,11059,5697,64413
"De 30 a 44 años (020)",69262,8503,14496,3981,42858
"De 45 a 64 años (021)",50134,3702,12519,3522,30743
"De 65 y mas años (022)",19930,1133,5881,1589,11418
,,,,,
"URBANA (024)",573139,107277,115272,42332,312537
"Menos de 1 año (025)",11635,5425,2283,463,3524
"De 1 a 14 años (026)",166187,62632,34027,9027,61611
"De 15 a 29 años (027)",160952,19985,19846,13263,108610
"De 30 a 44 años (028)",115213,11529,25519,8607,70810
"De 45 a 64 años (029)",85881,5782,22718,7693,50600
"De 65 y mas años (030)",33271,1924,10879,3279,17382
"Hombres (032)",279261,49682,54782,23354,153740
"Menos de 1 año (033)",5903,2791,1137,248,1759
"De 1 a 14 años (034)",84422,31888,17301,4713,31089
"De 15 a 29 años (035)",78090,7584,9119,7673,54064
"De 30 a 44 años (036)",54067,4042,11336,4696,34674
"De 45 a 64 años (037)",41144,2460,10509,4256,24482
"De 65 y mas años (038)",15635,917,5380,1768,7672
"Mujeres (040)",293878,57595,60490,18978,158797
"Menos de 1 año (041)",5732,2634,1146,215,1765
"De 1 a 14 años (042)",81765,30744,16726,4314,30522
"De 15 a 29 años (043)",82862,12401,10727,5590,54546
"De 30 a 44 años (044)",61146,7487,14183,3911,36136
"De 45 a 64 años (045)",44737,3322,12209,3437,26118
"De 65 y mas años (046)",17636,1007,5499,1511,9710
,,,,,
"RURAL (048)",92852,19569,4763,1297,67293
"Menos de 1 año (049)",2233,1253,122,24,834
"De 1 a 14 años (050)",30955,12577,1504,256,16624
"De 15 a 29 años (051)",25495,3122,666,361,21370
"De 30 a 44 años (052)",17010,1584,735,208,14510
"De 45 a 64 años (053)",11787,727,660,208,10204
"De 65 y mas años (054)",5372,306,1076,240,3751
"Hombres (056)",48591,9402,2602,817,35826
"Menos de 1 año (057)",1150,659,60,11,420
"De 1 a 14 años (058)",15819,6458,742,129,8493
"De 15 a 29 años (059)",13260,1190,334,254,11503
"De 30 a 44 años (060)",8894,568,422,138,7788
"De 45 a 64 años (061)",6390,347,350,123,5579
"De 65 y mas años (062)",3078,180,694,162,2043
"Mujeres (064)",44261,10167,2161,480,31467
"Menos de 1 año (065)",1083,594,62,13,414
"De 1 a 14 años (066)",15136,6119,762,127,8131
"De 15 a 29 años (067)",12235,1932,332,107,9867
"De 30 a 44 años (068)",8116,1016,313,70,6722
"De 45 a 64 años (069)",5397,380,310,85,4625
"De 65 y mas años (070)",2294,126,382,78,1708
