"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia GRAU",,,,,,,,
"Hogares (001)",7031,3947,1076,289,14,120,111,2884
"Ocupantes presentes (002)",24865,15490,4304,1127,49,499,435,8603
"Casa independiente",,,,,,,,
"Hogares (004)",6634,3808,1067,287,14,120,110,2630
"Ocupantes presentes (005)",23647,14990,4261,1117,49,499,434,7896
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",19,11,4,2,,,,7
"Ocupantes presentes (014)",55,36,24,10,,,,16
"Choza o cabaña",,,,,,,,
"Hogares (016)",368,124,5,,,,1,241
"Ocupantes presentes (017)",1132,453,19,,,,1,671
"Vivienda improvisada",,,,,,,,
"Hogares (019)",6,3,,,,,,3
"Ocupantes presentes (020)",23,10,,,,,,13
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",3,1,,,,,,2
"Ocupantes presentes (023)",4,1,,,,,,3
"Otro tipo",,,,,,,,
"Hogares (025)",1,,,,,,,1
"Ocupantes presentes (026)",4,,,,,,,4
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2862,1815,868,254,13,118,104,902
"Ocupantes presentes (029)",9850,6769,3416,980,46,490,419,2537
"Casa independiente",,,,,,,,
"Hogares (031)",2835,1800,864,252,13,118,104,891
"Ocupantes presentes (032)",9770,6722,3392,970,46,490,419,2507
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",19,11,4,2,,,,7
"Ocupantes presentes (041)",55,36,24,10,,,,16
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",6,3,,,,,,3
"Ocupantes presentes (047)",23,10,,,,,,13
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",2,1,,,,,,1
"Ocupantes presentes (050)",2,1,,,,,,1
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",4169,2132,208,35,1,2,7,1982
"Ocupantes presentes (056)",15015,8721,888,147,3,9,16,6066
"Casa independiente",,,,,,,,
"Hogares (058)",3799,2008,203,35,1,2,6,1739
"Ocupantes presentes (059)",13877,8268,869,147,3,9,15,5389
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",368,124,5,,,,1,241
"Ocupantes presentes (071)",1132,453,19,,,,1,671
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",1,,,,,,,1
"Ocupantes presentes (077)",2,,,,,,,2
"Otro tipo",,,,,,,,
"Hogares (079)",1,,,,,,,1
"Ocupantes presentes (080)",4,,,,,,,4
