"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia PALPA (000)",5251,4584,667
"De 3 a 5 años (001)",660,85,575
"De 6 a 11 años (002)",1309,1248,61
"De 12 a 16 años (003)",1412,1401,11
"De 17 a 24 años (004)",1870,1850,20
"Hombres (005)",2700,2344,356
"De 3 a 5 años (006)",346,47,299
"De 6 a 11 años (007)",669,631,38
"De 12 a 16 años (008)",734,726,8
"De 17 a 24 años (009)",951,940,11
"Mujeres (010)",2551,2240,311
"De 3 a 5 años (011)",314,38,276
"De 6 a 11 años (012)",640,617,23
"De 12 a 16 años (013)",678,675,3
"De 17 a 24 años (014)",919,910,9
,,,
"URBANA (015)",3527,3075,452
"De 3 a 5 años (016)",447,59,388
"De 6 a 11 años (017)",877,833,44
"De 12 a 16 años (018)",976,966,10
"De 17 a 24 años (019)",1227,1217,10
"Hombres (020)",1791,1552,239
"De 3 a 5 años (021)",231,32,199
"De 6 a 11 años (022)",452,425,27
"De 12 a 16 años (023)",507,499,8
"De 17 a 24 años (024)",601,596,5
"Mujeres (025)",1736,1523,213
"De 3 a 5 años (026)",216,27,189
"De 6 a 11 años (027)",425,408,17
"De 12 a 16 años (028)",469,467,2
"De 17 a 24 años (029)",626,621,5
,,,
"RURAL (030)",1724,1509,215
"De 3 a 5 años (031)",213,26,187
"De 6 a 11 años (032)",432,415,17
"De 12 a 16 años (033)",436,435,1
"De 17 a 24 años (034)",643,633,10
"Hombres (035)",909,792,117
"De 3 a 5 años (036)",115,15,100
"De 6 a 11 años (037)",217,206,11
"De 12 a 16 años (038)",227,227,
"De 17 a 24 años (039)",350,344,6
"Mujeres (040)",815,717,98
"De 3 a 5 años (041)",98,11,87
"De 6 a 11 años (042)",215,209,6
"De 12 a 16 años (043)",209,208,1
"De 17 a 24 años (044)",293,289,4
