"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PADRE ABAD (000)",36306,6012,7904,8127,7069,3882,3312
"Conviviente (001)",15344,320,3156,5063,4106,1732,967
"Separado(a) (002)",1200,18,129,268,327,232,226
"Casado(a) (003)",5942,13,228,1113,1787,1458,1343
"Viudo(a) (004)",812,5,7,47,103,122,528
"Divorciado(a) (005)",131,,11,19,38,28,35
"Soltero(a) (006)",12877,5656,4373,1617,708,310,213
"Hombres (008)",20604,3135,4337,4523,4078,2456,2075
"Conviviente (009)",7997,78,1163,2637,2375,1109,635
"Separado(a) (010)",587,7,23,103,171,138,145
"Casado(a) (011)",3273,4,66,515,941,869,878
"Viudo(a) (012)",336,4,3,20,36,61,212
"Divorciado(a) (013)",81,,6,10,23,21,21
"Soltero(a) (014)",8330,3042,3076,1238,532,258,184
"Mujeres (016)",15702,2877,3567,3604,2991,1426,1237
"Conviviente (017)",7347,242,1993,2426,1731,623,332
"Separado(a) (018)",613,11,106,165,156,94,81
"Casado(a) (019)",2669,9,162,598,846,589,465
"Viudo(a) (020)",476,1,4,27,67,61,316
"Divorciado(a) (021)",50,,5,9,15,7,14
"Soltero(a) (022)",4547,2614,1297,379,176,52,29
,,,,,,,
"URBANA (024)",19765,3372,4378,4480,3943,2071,1521
"Conviviente (025)",7885,137,1618,2652,2224,855,399
"Separado(a) (026)",680,17,78,171,188,127,99
"Casado(a) (027)",3398,12,127,631,1099,870,659
"Viudo(a) (028)",396,2,2,38,52,54,248
"Divorciado(a) (029)",82,,9,15,25,17,16
"Soltero(a) (030)",7324,3204,2544,973,355,148,100
"Hombres (032)",10766,1632,2301,2424,2178,1301,930
"Conviviente (033)",4088,46,616,1339,1272,553,262
"Separado(a) (034)",264,7,12,51,80,61,53
"Casado(a) (035)",1918,4,42,317,582,533,440
"Viudo(a) (036)",141,1,1,14,13,27,85
"Divorciado(a) (037)",49,,5,8,13,13,10
"Soltero(a) (038)",4306,1574,1625,695,218,114,80
"Mujeres (040)",8999,1740,2077,2056,1765,770,591
"Conviviente (041)",3797,91,1002,1313,952,302,137
"Separado(a) (042)",416,10,66,120,108,66,46
"Casado(a) (043)",1480,8,85,314,517,337,219
"Viudo(a) (044)",255,1,1,24,39,27,163
"Divorciado(a) (045)",33,,4,7,12,4,6
"Soltero(a) (046)",3018,1630,919,278,137,34,20
,,,,,,,
"RURAL (048)",16541,2640,3526,3647,3126,1811,1791
"Conviviente (049)",7459,183,1538,2411,1882,877,568
"Separado(a) (050)",520,1,51,97,139,105,127
"Casado(a) (051)",2544,1,101,482,688,588,684
"Viudo(a) (052)",416,3,5,9,51,68,280
"Divorciado(a) (053)",49,,2,4,13,11,19
"Soltero(a) (054)",5553,2452,1829,644,353,162,113
"Hombres (056)",9838,1503,2036,2099,1900,1155,1145
"Conviviente (057)",3909,32,547,1298,1103,556,373
"Separado(a) (058)",323,,11,52,91,77,92
"Casado(a) (059)",1355,,24,198,359,336,438
"Viudo(a) (060)",195,3,2,6,23,34,127
"Divorciado(a) (061)",32,,1,2,10,8,11
"Soltero(a) (062)",4024,1468,1451,543,314,144,104
"Mujeres (064)",6703,1137,1490,1548,1226,656,646
"Conviviente (065)",3550,151,991,1113,779,321,195
"Separado(a) (066)",197,1,40,45,48,28,35
"Casado(a) (067)",1189,1,77,284,329,252,246
"Viudo(a) (068)",221,,3,3,28,34,153
"Divorciado(a) (069)",17,,1,2,3,3,8
"Soltero(a) (070)",1529,984,378,101,39,18,9
