"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CELENDIN (000)",23866,578,7875,7733,5637,2043
"Empleado (001)",2766,18,827,1324,573,24
"Obrero (002)",3391,67,1357,1038,710,219
"Trabajador independiente (003)",13533,138,3590,4472,3766,1567
"Empleador o patrono (004)",334,2,96,103,97,36
"Trabajador familiar no remunerado (005)",3124,301,1692,615,364,152
"Trabajador del hogar (006)",718,52,313,181,127,45
"Hombres (008)",18144,409,6002,5750,4341,1642
"Empleado (009)",1462,13,426,679,333,11
"Obrero (010)",2909,58,1177,879,608,187
"Trabajador independiente (011)",11058,89,2874,3686,3095,1314
"Empleador o patrono (012)",287,2,79,90,84,32
"Trabajador familiar no remunerado (013)",2397,240,1437,409,216,95
"Trabajador del hogar (014)",31,7,9,7,5,3
"Mujeres (016)",5722,169,1873,1983,1296,401
"Empleado (017)",1304,5,401,645,240,13
"Obrero (018)",482,9,180,159,102,32
"Trabajador independiente (019)",2475,49,716,786,671,253
"Empleador o patrono (020)",47,,17,13,13,4
"Trabajador familiar no remunerado (021)",727,61,255,206,148,57
"Trabajador del hogar (022)",687,45,304,174,122,42
,,,,,,
"URBANA (024)",7208,144,2173,2590,1766,535
"Empleado (025)",2294,16,656,1103,501,18
"Obrero (026)",923,26,373,284,191,49
"Trabajador independiente (027)",3150,28,799,999,922,402
"Empleador o patrono (028)",84,,23,29,22,10
"Trabajador familiar no remunerado (029)",427,41,161,111,76,38
"Trabajador del hogar (030)",330,33,161,64,54,18
"Hombres (032)",4369,95,1334,1516,1072,352
"Empleado (033)",1181,11,332,539,289,10
"Obrero (034)",822,25,337,253,164,43
"Trabajador independiente (035)",2056,25,540,654,567,270
"Empleador o patrono (036)",59,,15,21,17,6
"Trabajador familiar no remunerado (037)",239,28,107,49,33,22
"Trabajador del hogar (038)",12,6,3,,2,1
"Mujeres (040)",2839,49,839,1074,694,183
"Empleado (041)",1113,5,324,564,212,8
"Obrero (042)",101,1,36,31,27,6
"Trabajador independiente (043)",1094,3,259,345,355,132
"Empleador o patrono (044)",25,,8,8,5,4
"Trabajador familiar no remunerado (045)",188,13,54,62,43,16
"Trabajador del hogar (046)",318,27,158,64,52,17
,,,,,,
"RURAL (048)",16658,434,5702,5143,3871,1508
"Empleado (049)",472,2,171,221,72,6
"Obrero (050)",2468,41,984,754,519,170
"Trabajador independiente (051)",10383,110,2791,3473,2844,1165
"Empleador o patrono (052)",250,2,73,74,75,26
"Trabajador familiar no remunerado (053)",2697,260,1531,504,288,114
"Trabajador del hogar (054)",388,19,152,117,73,27
"Hombres (056)",13775,314,4668,4234,3269,1290
"Empleado (057)",281,2,94,140,44,1
"Obrero (058)",2087,33,840,626,444,144
"Trabajador independiente (059)",9002,64,2334,3032,2528,1044
"Empleador o patrono (060)",228,2,64,69,67,26
"Trabajador familiar no remunerado (061)",2158,212,1330,360,183,73
"Trabajador del hogar (062)",19,1,6,7,3,2
"Mujeres (064)",2883,120,1034,909,602,218
"Empleado (065)",191,,77,81,28,5
"Obrero (066)",381,8,144,128,75,26
"Trabajador independiente (067)",1381,46,457,441,316,121
"Empleador o patrono (068)",22,,9,5,8,
"Trabajador familiar no remunerado (069)",539,48,201,144,105,41
"Trabajador del hogar (070)",369,18,146,110,70,25
