"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCAVELICA (000)",99359,18414,21941,18827,14338,10438,15401
"Conviviente (001)",15546,261,4704,6514,2736,818,513
"Separado(a) (002)",2685,24,511,864,598,383,305
"Casado(a) (003)",35638,70,1955,6700,9388,7910,9615
"Viudo(a) (004)",5798,3,24,192,406,729,4444
"Divorciado(a) (005)",380,,25,72,75,88,120
"Soltero(a) (006)",39312,18056,14722,4485,1135,510,404
"Hombres (008)",47733,9262,10643,8949,6843,4944,7092
"Conviviente (009)",7499,117,1847,3240,1525,470,300
"Separado(a) (010)",513,5,46,142,132,78,110
"Casado(a) (011)",17661,31,756,3032,4529,3987,5326
"Viudo(a) (012)",1445,1,6,38,97,166,1137
"Divorciado(a) (013)",150,,10,23,26,32,59
"Soltero(a) (014)",20465,9108,7978,2474,534,211,160
"Mujeres (016)",51626,9152,11298,9878,7495,5494,8309
"Conviviente (017)",8047,144,2857,3274,1211,348,213
"Separado(a) (018)",2172,19,465,722,466,305,195
"Casado(a) (019)",17977,39,1199,3668,4859,3923,4289
"Viudo(a) (020)",4353,2,18,154,309,563,3307
"Divorciado(a) (021)",230,,15,49,49,56,61
"Soltero(a) (022)",18847,8948,6744,2011,601,299,244
,,,,,,,
"URBANA (024)",44567,7501,10147,9480,6816,4571,6052
"Conviviente (025)",8888,118,1977,4087,1888,523,295
"Separado(a) (026)",1534,12,197,487,386,263,189
"Casado(a) (027)",12580,19,309,1877,3676,3145,3554
"Viudo(a) (028)",2191,1,8,60,133,271,1718
"Divorciado(a) (029)",209,,8,31,40,50,80
"Soltero(a) (030)",19165,7351,7648,2938,693,319,216
"Hombres (032)",21374,3806,4973,4513,3236,2136,2710
"Conviviente (033)",4298,58,749,1959,1055,301,176
"Separado(a) (034)",309,4,22,86,80,57,60
"Casado(a) (035)",6223,12,116,791,1741,1587,1976
"Viudo(a) (036)",460,,3,12,28,48,369
"Divorciado(a) (037)",87,,4,14,15,17,37
"Soltero(a) (038)",9997,3732,4079,1651,317,126,92
"Mujeres (040)",23193,3695,5174,4967,3580,2435,3342
"Conviviente (041)",4590,60,1228,2128,833,222,119
"Separado(a) (042)",1225,8,175,401,306,206,129
"Casado(a) (043)",6357,7,193,1086,1935,1558,1578
"Viudo(a) (044)",1731,1,5,48,105,223,1349
"Divorciado(a) (045)",122,,4,17,25,33,43
"Soltero(a) (046)",9168,3619,3569,1287,376,193,124
,,,,,,,
"RURAL (048)",54792,10913,11794,9347,7522,5867,9349
"Conviviente (049)",6658,143,2727,2427,848,295,218
"Separado(a) (050)",1151,12,314,377,212,120,116
"Casado(a) (051)",23058,51,1646,4823,5712,4765,6061
"Viudo(a) (052)",3607,2,16,132,273,458,2726
"Divorciado(a) (053)",171,,17,41,35,38,40
"Soltero(a) (054)",20147,10705,7074,1547,442,191,188
"Hombres (056)",26359,5456,5670,4436,3607,2808,4382
"Conviviente (057)",3201,59,1098,1281,470,169,124
"Separado(a) (058)",204,1,24,56,52,21,50
"Casado(a) (059)",11438,19,640,2241,2788,2400,3350
"Viudo(a) (060)",985,1,3,26,69,118,768
"Divorciado(a) (061)",63,,6,9,11,15,22
"Soltero(a) (062)",10468,5376,3899,823,217,85,68
"Mujeres (064)",28433,5457,6124,4911,3915,3059,4967
"Conviviente (065)",3457,84,1629,1146,378,126,94
"Separado(a) (066)",947,11,290,321,160,99,66
"Casado(a) (067)",11620,32,1006,2582,2924,2365,2711
"Viudo(a) (068)",2622,1,13,106,204,340,1958
"Divorciado(a) (069)",108,,11,32,24,23,18
"Soltero(a) (070)",9679,5329,3175,724,225,106,120
