"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANUCO (000)",236470,58579,77113,49332,36593,14853
"Sin nivel (001)",29444,2400,4327,6807,9378,6532
"Educación inicial (002)",3068,2842,150,76,,
"Primaria (003)",93408,43565,16658,15324,12204,5657
"Secundaria (004)",65213,9772,34754,11987,7067,1633
"Superior no univ. incompleta (005)",7161,,4826,1616,646,73
"Superior no univ. completa (006)",8039,,3065,3344,1399,231
"Superior univ. incompleta (007)",13106,,9133,2420,1421,132
"Superior univ. completa (008)",17031,,4200,7758,4478,595
"PEA (010)",95958,1976,33544,32874,22541,5023
"Sin nivel (011)",10885,310,1854,2813,3965,1943
"Educación inicial (012)",128,22,70,36,,
"Primaria (013)",29167,1165,8496,9512,7758,2236
"Secundaria (014)",28035,479,13845,8454,4748,509
"Superior no univ. incompleta (015)",3503,,1828,1178,470,27
"Superior no univ. completa (016)",5707,,2057,2595,1005,50
"Superior univ. incompleta (017)",5236,,2314,1781,1085,56
"Superior univ. completa (018)",13297,,3080,6505,3510,202
"Ocupada (020)",90485,1737,30599,31417,21879,4853
"Sin nivel (021)",10108,190,1514,2648,3857,1899
"Educación inicial (022)",110,21,60,29,,
"Primaria (023)",27943,1081,7996,9192,7531,2143
"Secundaria (024)",26227,445,12654,8073,4568,487
"Superior no univ. incompleta (025)",3324,,1712,1123,462,27
"Superior no univ. completa (026)",5285,,1801,2452,986,46
"Superior univ. incompleta (027)",4945,,2126,1718,1049,52
