"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia HUARMEY",,,,,
"Viviendas particulares (001)",525,56,378,33,58
"Ocupantes presentes (002)",2052,175,1513,129,235
"Casa independiente",,,,,
"Viviendas particulares (004)",522,56,378,33,55
"Ocupantes presentes (005)",2041,175,1513,129,224
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (016)",3,,,,3
"Ocupantes presentes (017)",11,,,,11
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",453,51,340,22,40
"Ocupantes presentes (029)",1759,163,1341,89,166
"Casa independiente",,,,,
"Viviendas particulares (031)",453,51,340,22,40
"Ocupantes presentes (032)",1759,163,1341,89,166
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",72,5,38,11,18
"Ocupantes presentes (056)",293,12,172,40,69
"Casa independiente",,,,,
"Viviendas particulares (058)",69,5,38,11,15
"Ocupantes presentes (059)",282,12,172,40,58
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",3,,,,3
"Ocupantes presentes (071)",11,,,,11
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
