"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia RECUAY",,,,,,,,
"Hogares (001)",5047,3375,1647,664,47,328,209,1441
"Ocupantes presentes (002)",18746,13325,7021,2899,175,1389,913,4494
"Casa independiente",,,,,,,,
"Hogares (004)",4711,3195,1637,660,47,328,209,1285
"Ocupantes presentes (005)",17754,12754,6976,2883,175,1389,913,4073
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",8,2,,,,,,6
"Ocupantes presentes (011)",27,2,,,,,,25
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",46,24,2,,,,,22
"Ocupantes presentes (014)",154,89,11,,,,,65
"Choza o cabaña",,,,,,,,
"Hogares (016)",274,151,7,3,,,,123
"Ocupantes presentes (017)",783,471,31,13,,,,312
"Vivienda improvisada",,,,,,,,
"Hogares (019)",4,2,,,,,,2
"Ocupantes presentes (020)",18,6,,,,,,12
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",4,1,1,1,,,,3
"Ocupantes presentes (023)",10,3,3,3,,,,7
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2846,2017,1315,581,47,309,204,651
"Ocupantes presentes (029)",10563,7917,5431,2479,175,1302,893,1933
"Casa independiente",,,,,,,,
"Hogares (031)",2784,1988,1312,580,47,309,204,618
"Ocupantes presentes (032)",10354,7817,5417,2476,175,1302,893,1824
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",8,2,,,,,,6
"Ocupantes presentes (038)",27,2,,,,,,25
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",46,24,2,,,,,22
"Ocupantes presentes (041)",154,89,11,,,,,65
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",4,2,,,,,,2
"Ocupantes presentes (047)",18,6,,,,,,12
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",4,1,1,1,,,,3
"Ocupantes presentes (050)",10,3,3,3,,,,7
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",2201,1358,332,83,,19,5,790
"Ocupantes presentes (056)",8183,5408,1590,420,,87,20,2561
"Casa independiente",,,,,,,,
"Hogares (058)",1927,1207,325,80,,19,5,667
"Ocupantes presentes (059)",7400,4937,1559,407,,87,20,2249
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",274,151,7,3,,,,123
"Ocupantes presentes (071)",783,471,31,13,,,,312
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
