"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PALLASCA (000)",25056,3652,2150,476,18793
"Hombres (001)",12648,1742,1157,379,9384
"Mujeres (002)",12408,1910,993,97,9409
"PEA (003)",8496,361,1139,354,6657
"Hombres (004)",6754,269,738,322,5439
"Mujeres (005)",1742,92,401,32,1218
"Ocupada (006)",7928,341,1128,351,6123
"Hombres (007)",6296,255,729,319,5007
"Mujeres (008)",1632,86,399,32,1116
"Desocupada (009)",568,20,11,3,534
"Hombres (010)",458,14,9,3,432
"Mujeres (011)",110,6,2,,102
"No PEA (012)",16560,3291,1011,122,12136
"Hombres (013)",5894,1473,419,57,3945
"Mujeres (014)",10666,1818,592,65,8191
,,,,,
"URBANA (018)",13171,1917,1694,298,9273
"Hombres (019)",6550,902,899,223,4536
"Mujeres (020)",6621,1015,795,75,4737
"PEA (021)",4667,206,863,198,3411
"Hombres (022)",3495,138,560,176,2631
"Mujeres (023)",1172,68,303,22,780
"Ocupada (024)",4358,198,856,196,3119
"Hombres (025)",3247,133,555,174,2395
"Mujeres (026)",1111,65,301,22,724
"Desocupada (027)",309,8,7,2,292
"Hombres (028)",248,5,5,2,236
"Mujeres (029)",61,3,2,,56
"No PEA (030)",8504,1711,831,100,5862
"Hombres (031)",3055,764,339,47,1905
"Mujeres (032)",5449,947,492,53,3957
,,,,,
"RURAL (036)",11885,1735,456,178,9520
"Hombres (037)",6098,840,258,156,4848
"Mujeres (038)",5787,895,198,22,4672
"PEA (039)",3829,155,276,156,3246
"Hombres (040)",3259,131,178,146,2808
"Mujeres (041)",570,24,98,10,438
"Ocupada (042)",3570,143,272,155,3004
"Hombres (043)",3049,122,174,145,2612
"Mujeres (044)",521,21,98,10,392
"Desocupada (045)",259,12,4,1,242
"Hombres (046)",210,9,4,1,196
"Mujeres (047)",49,3,,,46
"No PEA (048)",8056,1580,180,22,6274
"Hombres (049)",2839,709,80,10,2040
"Mujeres (050)",5217,871,100,12,4234
