"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SUCRE (000)",11846,6656,1671,138,3389
"Quechua (001)",9059,5286,915,120,2744
"Aymara (002)",25,10,5,1,10
"Castellano (005)",2749,1351,749,17,633
"Es Sordomudo/a (007)",13,9,2,,2
"Hombres (009)",5827,3168,836,73,1755
"Quechua (010)",4403,2461,459,63,1425
"Aymara (011)",12,5,2,,5
"Castellano (014)",1401,693,374,10,324
"Es Sordomudo/a (016)",11,9,1,,1
"Mujeres (018)",6019,3488,835,65,1634
"Quechua (019)",4656,2825,456,57,1319
"Aymara (020)",13,5,3,1,5
"Castellano (023)",1348,658,375,7,309
"Es Sordomudo/a (025)",2,,1,,1
,,,,,
"URBANA (027)",7231,3608,1369,63,2197
"Quechua (028)",4872,2455,690,47,1685
"Aymara (029)",17,4,4,,9
"Castellano (032)",2335,1145,674,16,501
"Es Sordomudo/a (034)",7,4,1,,2
"Hombres (036)",3535,1705,684,36,1114
"Quechua (037)",2332,1115,342,27,852
"Aymara (038)",10,3,2,,5
"Castellano (041)",1188,583,340,9,256
"Es Sordomudo/a (043)",5,4,,,1
"Mujeres (045)",3696,1903,685,27,1083
"Quechua (046)",2540,1340,348,20,833
"Aymara (047)",7,1,2,,4
"Castellano (050)",1147,562,334,7,245
"Es Sordomudo/a (052)",2,,1,,1
,,,,,
"RURAL (054)",4615,3048,302,75,1192
"Quechua (055)",4187,2831,225,73,1059
"Aymara (056)",8,6,1,1,1
"Castellano (059)",414,206,75,1,132
"Es Sordomudo/a (061)",6,5,1,,
"Hombres (063)",2292,1463,152,37,641
"Quechua (064)",2071,1346,117,36,573
"Aymara (065)",2,2,,,
"Castellano (068)",213,110,34,1,68
"Es Sordomudo/a (070)",6,5,1,,
"Mujeres (072)",2323,1585,150,38,551
"Quechua (073)",2116,1485,108,37,486
"Aymara (074)",6,4,1,1,1
"Castellano (077)",201,96,41,,64
