"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANCABAMBA (000)",2394,904,1490
"De 14 a 29 años (001)",1272,622,650
"De 30 a 44 años (002)",668,237,431
"De 45 a 64 años (003)",345,45,300
"De 65 y más años (004)",109,,109
"Hombres (005)",1954,697,1257
"De 14 a 29 años (006)",949,441,508
"De 30 a 44 años (007)",592,214,378
"De 45 a 64 años (008)",318,42,276
"De 65 y más años (009)",95,,95
"Mujeres (010)",440,207,233
"De 14 a 29 años (011)",323,181,142
"De 30 a 44 años (012)",76,23,53
"De 45 a 64 años (013)",27,3,24
"De 65 y más años (014)",14,,14
,,,
"AREA URBANA (015)",324,104,220
"De 14 a 29 años (016)",167,74,93
"De 30 a 44 años (017)",94,26,68
"De 45 a 64 años (018)",49,4,45
"De 65 y más años (019)",14,,14
"Hombres (020)",232,64,168
"De 14 a 29 años (021)",105,44,61
"De 30 a 44 años (022)",71,17,54
"De 45 a 64 años (023)",44,3,41
"De 65 y más años (024)",12,,12
"Mujeres (025)",92,40,52
"De 14 a 29 años (026)",62,30,32
"De 30 a 44 años (027)",23,9,14
"De 45 a 64 años (028)",5,1,4
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",2070,800,1270
"De 14 a 29 años (031)",1105,548,557
"De 30 a 44 años (032)",574,211,363
"De 45 a 64 años (033)",296,41,255
"De 65 y más años (034)",95,,95
"Hombres (035)",1722,633,1089
"De 14 a 29 años (036)",844,397,447
"De 30 a 44 años (037)",521,197,324
"De 45 a 64 años (038)",274,39,235
"De 65 y más años (039)",83,,83
"Mujeres (040)",348,167,181
"De 14 a 29 años (041)",261,151,110
"De 30 a 44 años (042)",53,14,39
"De 45 a 64 años (043)",22,2,20
"De 65 y más años (044)",12,,12
