"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ISLAY (000)",47286,2294,657,12838,16682,3777,5488,1972,3578
"Hombres (001)",24303,623,320,6217,9332,1981,2609,1169,2052
"Mujeres (002)",22983,1671,337,6621,7350,1796,2879,803,1526
"PEA (003)",22701,880,26,4043,8349,2104,3647,992,2660
"Hombres (004)",14643,320,16,2356,5961,1386,2142,726,1736
"Mujeres (005)",8058,560,10,1687,2388,718,1505,266,924
"Ocupada (006)",21271,838,23,3793,7761,1950,3433,917,2556
"Hombres (007)",13627,306,14,2186,5510,1274,2012,666,1659
"Mujeres (008)",7644,532,9,1607,2251,676,1421,251,897
"Desocupada (009)",1430,42,3,250,588,154,214,75,104
"Hombres (010)",1016,14,2,170,451,112,130,60,77
"Mujeres (011)",414,28,1,80,137,42,84,15,27
"No PEA (012)",24585,1414,631,8795,8333,1673,1841,980,918
"Hombres (013)",9660,303,304,3861,3371,595,467,443,316
"Mujeres (014)",14925,1111,327,4934,4962,1078,1374,537,602
,,,,,,,,,
"URBANA (018)",42846,1954,609,11467,15102,3475,5076,1819,3344
"Hombres (019)",21649,497,300,5499,8315,1800,2313,1042,1883
"Mujeres (020)",21197,1457,309,5968,6787,1675,2763,777,1461
"PEA (021)",20071,697,22,3411,7367,1911,3319,880,2464
"Hombres (022)",12706,222,14,1963,5198,1234,1877,623,1575
"Mujeres (023)",7365,475,8,1448,2169,677,1442,257,889
"Ocupada (024)",18750,659,19,3188,6818,1763,3121,810,2372
"Hombres (025)",11770,209,12,1807,4781,1124,1760,568,1509
"Mujeres (026)",6980,450,7,1381,2037,639,1361,242,863
"Desocupada (027)",1321,38,3,223,549,148,198,70,92
"Hombres (028)",936,13,2,156,417,110,117,55,66
"Mujeres (029)",385,25,1,67,132,38,81,15,26
"No PEA (030)",22775,1257,587,8056,7735,1564,1757,939,880
"Hombres (031)",8943,275,286,3536,3117,566,436,419,308
"Mujeres (032)",13832,982,301,4520,4618,998,1321,520,572
,,,,,,,,,
"RURAL (036)",4440,340,48,1371,1580,302,412,153,234
"Hombres (037)",2654,126,20,718,1017,181,296,127,169
"Mujeres (038)",1786,214,28,653,563,121,116,26,65
"PEA (039)",2630,183,4,632,982,193,328,112,196
"Hombres (040)",1937,98,2,393,763,152,265,103,161
"Mujeres (041)",693,85,2,239,219,41,63,9,35
"Ocupada (042)",2521,179,4,605,943,187,312,107,184
"Hombres (043)",1857,97,2,379,729,150,252,98,150
"Mujeres (044)",664,82,2,226,214,37,60,9,34
"Desocupada (045)",109,4,,27,39,6,16,5,12
"Hombres (046)",80,1,,14,34,2,13,5,11
"Mujeres (047)",29,3,,13,5,4,3,,1
"No PEA (048)",1810,157,44,739,598,109,84,41,38
"Hombres (049)",717,28,18,325,254,29,31,24,8
"Mujeres (050)",1093,129,26,414,344,80,53,17,30
