"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia EL COLLAO (000)",21954,20768,105,4130,4524,3571,5085,2525,716,112,1186,69734
"De 12 a 14 años (001)",26,14,3,9,2,,,,,,12,13
"De 15 a 19 años (002)",437,350,6,288,41,9,6,,,,87,421
"De 20 a 24 años (003)",2030,1606,15,1009,454,105,19,4,,,424,2339
"De 25 a 29 años (004)",2708,2393,14,907,944,398,121,8,1,,315,4551
"De 30 a 34 años (005)",2441,2309,15,532,822,550,342,45,3,,132,5591
"De 35 a 39 años (006)",2451,2380,6,322,690,598,607,133,23,1,71,7188
"De 40 a 44 años (007)",2096,2066,8,241,414,462,616,274,45,6,30,7341
"De 45 a 49 años (008)",1926,1909,5,156,293,356,668,311,106,14,17,7779
"De 50 y más años (009)",7839,7741,33,666,864,1093,2706,1750,538,91,98,34511
"PEA (010)",10771,10211,58,2070,2299,1748,2409,1233,334,60,560,33869
"De 12 a 14 años (011)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (012)",164,134,3,112,14,3,2,,,,30,157
"De 20 a 24 años (013)",990,784,8,492,231,46,5,2,,,206,1126
"De 25 a 29 años (014)",1348,1193,10,462,483,180,54,4,,,155,2217
"De 30 a 34 años (015)",1263,1192,8,279,417,287,179,20,2,,71,2880
"De 35 a 39 años (016)",1302,1261,3,171,387,302,314,70,13,1,41,3786
"De 40 a 44 años (017)",1131,1113,5,139,232,261,315,138,22,1,18,3829
"De 45 a 49 años (018)",1029,1018,4,93,155,189,343,175,51,8,11,4108
"De 50 y más años (019)",3541,3514,17,320,380,480,1197,824,246,50,27,15764
"Ocupada (020)",10502,9990,52,1991,2238,1713,2384,1219,333,60,512,33359
