"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia BAGUA (000)",71757,69759,1599,399
"Hombres (001)",36713,35853,654,206
"Mujeres (002)",35044,33906,945,193
"Menores de 1 año (003)",1713,1261,366,86
"Hombres (004)",865,651,170,44
"Mujeres (005)",848,610,196,42
"De 1 a 5 años (006)",9319,8301,743,275
"Hombres (007)",4773,4263,362,148
"Mujeres (008)",4546,4038,381,127
"De 6 a 14 años (009)",16864,16764,91,9
"Hombres (010)",8633,8586,42,5
"Mujeres (011)",8231,8178,49,4
"De 15 a 29 años (012)",18775,18711,52,12
"Hombres (013)",9336,9321,12,3
"Mujeres (014)",9439,9390,40,9
"De 30 a 44 años (015)",13354,13285,63,6
"Hombres (016)",6780,6766,12,2
"Mujeres (017)",6574,6519,51,4
"De 45 a 64 años (018)",8639,8521,113,5
"Hombres (019)",4605,4587,16,2
"Mujeres (020)",4034,3934,97,3
"De 65 a más años (021)",3093,2916,171,6
"Hombres (022)",1721,1679,40,2
"Mujeres (023)",1372,1237,131,4
,,,,
"URBANA (024)",33559,33122,275,162
"Hombres (025)",16732,16540,119,73
"Mujeres (026)",16827,16582,156,89
"Menores de 1 año (027)",645,550,61,34
"Hombres (028)",324,273,34,17
"Mujeres (029)",321,277,27,17
"De 1 a 5 años (030)",3401,3169,110,122
"Hombres (031)",1713,1604,56,53
"Mujeres (032)",1688,1565,54,69
"De 6 a 14 años (033)",7009,6997,10,2
"Hombres (034)",3634,3627,6,1
"Mujeres (035)",3375,3370,4,1
"De 15 a 29 años (036)",9003,8998,5,
"Hombres (037)",4258,4255,3,
"Mujeres (038)",4745,4743,2,
"De 30 a 44 años (039)",7078,7064,14,
"Hombres (040)",3404,3398,6,
"Mujeres (041)",3674,3666,8,
"De 45 a 64 años (042)",4719,4698,20,1
"Hombres (043)",2457,2453,4,
"Mujeres (044)",2262,2245,16,1
"De 65 a más años (045)",1704,1646,55,3
"Hombres (046)",942,930,10,2
"Mujeres (047)",762,716,45,1
,,,,
"RURAL (048)",38198,36637,1324,237
"Hombres (049)",19981,19313,535,133
"Mujeres (050)",18217,17324,789,104
"Menores de 1 año (051)",1068,711,305,52
"Hombres (052)",541,378,136,27
"Mujeres (053)",527,333,169,25
"De 1 a 5 años (054)",5918,5132,633,153
"Hombres (055)",3060,2659,306,95
"Mujeres (056)",2858,2473,327,58
"De 6 a 14 años (057)",9855,9767,81,7
"Hombres (058)",4999,4959,36,4
"Mujeres (059)",4856,4808,45,3
"De 15 a 29 años (060)",9772,9713,47,12
"Hombres (061)",5078,5066,9,3
"Mujeres (062)",4694,4647,38,9
"De 30 a 44 años (063)",6276,6221,49,6
"Hombres (064)",3376,3368,6,2
"Mujeres (065)",2900,2853,43,4
"De 45 a 64 años (066)",3920,3823,93,4
"Hombres (067)",2148,2134,12,2
"Mujeres (068)",1772,1689,81,2
"De 65 a más años (069)",1389,1270,116,3
"Hombres (070)",779,749,30,
"Mujeres (071)",610,521,86,3
