"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PUNO (000)",205533,41745,63067,45025,37548,18148
"Hombres (001)",100903,21655,31236,21292,18033,8687
"Mujeres (002)",104630,20090,31831,23733,19515,9461
"PEA (003)",99739,1213,29185,34232,26676,8433
"Hombres (004)",56504,649,16116,19249,15428,5062
"Mujeres (005)",43235,564,13069,14983,11248,3371
"Ocupada (006)",93680,1181,26025,32374,25827,8273
"Hombres (007)",52386,629,14115,17974,14748,4920
"Mujeres (008)",41294,552,11910,14400,11079,3353
"Desocupada (009)",6059,32,3160,1858,849,160
"Hombres (010)",4118,20,2001,1275,680,142
"Mujeres (011)",1941,12,1159,583,169,18
"No PEA (012)",105794,40532,33882,10793,10872,9715
"Hombres (013)",44399,21006,15120,2043,2605,3625
"Mujeres (014)",61395,19526,18762,8750,8267,6090
,,,,,,
"URBANA (018)",122973,24423,41204,29538,21285,6523
"Hombres (019)",60125,12586,20355,13753,10396,3035
"Mujeres (020)",62848,11837,20849,15785,10889,3488
"PEA (021)",57630,633,17686,22439,14865,2007
"Hombres (022)",32451,364,9777,12391,8714,1205
"Mujeres (023)",25179,269,7909,10048,6151,802
"Ocupada (024)",53800,617,15727,21197,14340,1919
"Hombres (025)",30155,352,8685,11655,8334,1129
"Mujeres (026)",23645,265,7042,9542,6006,790
"Desocupada (027)",3830,16,1959,1242,525,88
"Hombres (028)",2296,12,1092,736,380,76
"Mujeres (029)",1534,4,867,506,145,12
"No PEA (030)",65343,23790,23518,7099,6420,4516
"Hombres (031)",27674,12222,10578,1362,1682,1830
"Mujeres (032)",37669,11568,12940,5737,4738,2686
,,,,,,
"RURAL (036)",82560,17322,21863,15487,16263,11625
"Hombres (037)",40778,9069,10881,7539,7637,5652
"Mujeres (038)",41782,8253,10982,7948,8626,5973
"PEA (039)",42109,580,11499,11793,11811,6426
"Hombres (040)",24053,285,6339,6858,6714,3857
"Mujeres (041)",18056,295,5160,4935,5097,2569
"Ocupada (042)",39880,564,10298,11177,11487,6354
"Hombres (043)",22231,277,5430,6319,6414,3791
"Mujeres (044)",17649,287,4868,4858,5073,2563
"Desocupada (045)",2229,16,1201,616,324,72
"Hombres (046)",1822,8,909,539,300,66
"Mujeres (047)",407,8,292,77,24,6
"No PEA (048)",40451,16742,10364,3694,4452,5199
"Hombres (049)",16725,8784,4542,681,923,1795
"Mujeres (050)",23726,7958,5822,3013,3529,3404
