"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia EL COLLAO (000)",38350,9614,28736
"Casa independiente (001)",36242,9460,26782
"Departamento en edificio (002)",22,22,
"Vivienda en quinta (003)",31,31,
"Vivienda en casa de vecindad (004)",53,53,
"Choza o cabaña (005)",1943,,1943
"Vivienda improvisada (006)",38,38,
"Local no dest.para hab. humana (007)",17,9,8
"Otro tipo (008)",4,1,3
