"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUAYLAS (000)",38459,6483,6833,7071,6200,4308,7564
"Conviviente (001)",9775,86,1945,3328,2234,1073,1109
"Separado(a) (002)",1241,11,150,297,286,206,291
"Casado(a) (003)",11485,16,311,1817,2932,2467,3942
"Viudo(a) (004)",2113,3,13,40,82,195,1780
"Divorciado(a) (005)",110,,4,11,23,33,39
"Soltero(a) (006)",13735,6367,4410,1578,643,334,403
"Hombres (008)",18728,3290,3426,3390,3058,2100,3464
"Conviviente (009)",4756,28,744,1622,1197,558,607
"Separado(a) (010)",277,,11,36,64,53,113
"Casado(a) (011)",5701,5,101,783,1404,1258,2150
"Viudo(a) (012)",484,,,7,20,51,406
"Divorciado(a) (013)",42,,3,3,10,9,17
"Soltero(a) (014)",7468,3257,2567,939,363,171,171
"Mujeres (016)",19731,3193,3407,3681,3142,2208,4100
"Conviviente (017)",5019,58,1201,1706,1037,515,502
"Separado(a) (018)",964,11,139,261,222,153,178
"Casado(a) (019)",5784,11,210,1034,1528,1209,1792
"Viudo(a) (020)",1629,3,13,33,62,144,1374
"Divorciado(a) (021)",68,,1,8,13,24,22
"Soltero(a) (022)",6267,3110,1843,639,280,163,232
,,,,,,,
"URBANA (024)",13372,1917,2395,2633,2279,1624,2524
"Conviviente (025)",3442,30,595,1254,861,387,315
"Separado(a) (026)",543,2,50,118,139,104,130
"Casado(a) (027)",3784,5,77,520,964,899,1319
"Viudo(a) (028)",620,1,4,9,18,55,533
"Divorciado(a) (029)",69,,1,5,15,22,26
"Soltero(a) (030)",4914,1879,1668,727,282,157,201
"Hombres (032)",6425,962,1205,1231,1086,779,1162
"Conviviente (033)",1654,13,213,589,458,199,182
"Separado(a) (034)",137,,6,14,37,29,51
"Casado(a) (035)",1872,1,23,208,440,461,739
"Viudo(a) (036)",122,,,1,3,12,106
"Divorciado(a) (037)",32,,1,3,9,8,11
"Soltero(a) (038)",2608,948,962,416,139,70,73
"Mujeres (040)",6947,955,1190,1402,1193,845,1362
"Conviviente (041)",1788,17,382,665,403,188,133
"Separado(a) (042)",406,2,44,104,102,75,79
"Casado(a) (043)",1912,4,54,312,524,438,580
"Viudo(a) (044)",498,1,4,8,15,43,427
"Divorciado(a) (045)",37,,,2,6,14,15
"Soltero(a) (046)",2306,931,706,311,143,87,128
,,,,,,,
"RURAL (048)",25087,4566,4438,4438,3921,2684,5040
"Conviviente (049)",6333,56,1350,2074,1373,686,794
"Separado(a) (050)",698,9,100,179,147,102,161
"Casado(a) (051)",7701,11,234,1297,1968,1568,2623
"Viudo(a) (052)",1493,2,9,31,64,140,1247
"Divorciado(a) (053)",41,,3,6,8,11,13
"Soltero(a) (054)",8821,4488,2742,851,361,177,202
"Hombres (056)",12303,2328,2221,2159,1972,1321,2302
"Conviviente (057)",3102,15,531,1033,739,359,425
"Separado(a) (058)",140,,5,22,27,24,62
"Casado(a) (059)",3829,4,78,575,964,797,1411
"Viudo(a) (060)",362,,,6,17,39,300
"Divorciado(a) (061)",10,,2,,1,1,6
"Soltero(a) (062)",4860,2309,1605,523,224,101,98
"Mujeres (064)",12784,2238,2217,2279,1949,1363,2738
"Conviviente (065)",3231,41,819,1041,634,327,369
"Separado(a) (066)",558,9,95,157,120,78,99
"Casado(a) (067)",3872,7,156,722,1004,771,1212
"Viudo(a) (068)",1131,2,9,25,47,101,947
"Divorciado(a) (069)",31,,1,6,7,10,7
"Soltero(a) (070)",3961,2179,1137,328,137,76,104
