"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CALCA (000)",61513,3150,16803,11469,9031,7866,5634,3430,4130
"Quechua (001)",43008,1936,10502,6930,6759,6153,4491,2767,3470
"Aymara (002)",101,6,17,10,16,16,19,7,10
"Ashaninca (003)",4,,2,1,,1,,,
"Otra lengua nativa (004)",117,3,5,7,22,30,24,8,18
"Castellano (005)",18128,1203,6253,4502,2181,1636,1092,638,623
"Idioma extranjero (006)",13,,,4,2,1,1,3,2
"Es sordomudo/a (007)",142,2,24,15,51,29,7,7,7
"Hombres (009)",30990,1626,8605,5907,4564,3937,2808,1668,1875
"Quechua (010)",21243,989,5377,3512,3398,3010,2154,1302,1501
"Aymara (011)",63,3,8,5,9,12,15,3,8
"Ashaninca (012)",2,,1,,,1,,,
"Otra lengua nativa (013)",97,1,3,3,19,27,21,8,15
"Castellano (014)",9543,632,3212,2380,1129,881,612,349,348
"Idioma extranjero (015)",5,,,1,1,,1,1,1
"Es sordomudo/a (016)",37,1,4,6,8,6,5,5,2
"Mujeres (018)",30523,1524,8198,5562,4467,3929,2826,1762,2255
"Quechua (019)",21765,947,5125,3418,3361,3143,2337,1465,1969
"Aymara (020)",38,3,9,5,7,4,4,4,2
"Ashaninca (021)",2,,1,1,,,,,
"Otra lengua nativa (022)",20,2,2,4,3,3,3,,3
"Castellano (023)",8585,571,3041,2122,1052,755,480,289,275
"Idioma extranjero (024)",8,,,3,1,1,,2,1
"Es sordomudo/a (025)",105,1,20,9,43,23,2,2,5
,,,,,,,,,
"URBANA (027)",21997,909,5497,4433,3513,2941,2030,1180,1494
"Quechua (028)",9791,130,1310,1649,2021,1738,1235,692,1016
"Aymara (029)",21,,1,6,4,3,4,1,2
"Ashaninca (030)",2,,1,1,,,,,
"Otra lengua nativa (031)",27,,,2,10,7,3,1,4
"Castellano (032)",12093,778,4183,2770,1441,1185,787,479,470
"Idioma extranjero (033)",13,,,4,2,1,1,3,2
"Es sordomudo/a (034)",50,1,2,1,35,7,,4,
"Hombres (036)",10884,487,2791,2234,1724,1429,1014,552,653
"Quechua (037)",4781,72,664,843,1025,838,608,318,413
"Aymara (038)",9,,,2,2,1,4,,
"Ashaninca (039)",1,,1,,,,,,
"Otra lengua nativa (040)",23,,,,9,7,3,1,3
"Castellano (041)",6057,414,2125,1388,684,582,398,230,236
"Idioma extranjero (042)",5,,,1,1,,1,1,1
"Es sordomudo/a (043)",8,1,1,,3,1,,2,
"Mujeres (045)",11113,422,2706,2199,1789,1512,1016,628,841
"Quechua (046)",5010,58,646,806,996,900,627,374,603
"Aymara (047)",12,,1,4,2,2,,1,2
"Ashaninca (048)",1,,,1,,,,,
"Otra lengua nativa (049)",4,,,2,1,,,,1
"Castellano (050)",6036,364,2058,1382,757,603,389,249,234
"Idioma extranjero (051)",8,,,3,1,1,,2,1
"Es sordomudo/a (052)",42,,1,1,32,6,,2,
,,,,,,,,,
"RURAL (054)",39516,2241,11306,7036,5518,4925,3604,2250,2636
"Quechua (055)",33217,1806,9192,5281,4738,4415,3256,2075,2454
"Aymara (056)",80,6,16,4,12,13,15,6,8
"Ashaninca (057)",2,,1,,,1,,,
"Otra lengua nativa (058)",90,3,5,5,12,23,21,7,14
"Castellano (059)",6035,425,2070,1732,740,451,305,159,153
"Es sordomudo/a (061)",92,1,22,14,16,22,7,3,7
"Hombres (063)",20106,1139,5814,3673,2840,2508,1794,1116,1222
"Quechua (064)",16462,917,4713,2669,2373,2172,1546,984,1088
"Aymara (065)",54,3,8,3,7,11,11,3,8
"Ashaninca (066)",1,,,,,1,,,
"Otra lengua nativa (067)",74,1,3,3,10,20,18,7,12
"Castellano (068)",3486,218,1087,992,445,299,214,119,112
"Es sordomudo/a (070)",29,,3,6,5,5,5,3,2
"Mujeres (072)",19410,1102,5492,3363,2678,2417,1810,1134,1414
"Quechua (073)",16755,889,4479,2612,2365,2243,1710,1091,1366
"Aymara (074)",26,3,8,1,5,2,4,3,
"Ashaninca (075)",1,,1,,,,,,
"Otra lengua nativa (076)",16,2,2,2,2,3,3,,2
"Castellano (077)",2549,207,983,740,295,152,91,40,41
"Es sordomudo/a (079)",63,1,19,8,11,17,2,,5
