"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PAUCAR DEL SARA SARA (000)",163,30,133
"Sin nivel (001)",5,1,4
"Primaria (003)",41,7,34
"Secundaria (004)",85,16,69
"Superior no univ. incompleta (005)",15,3,12
"Superior no univ. completa (006)",8,2,6
"Superior univ. incompleta (007)",3,,3
"Superior univ. completa (008)",6,1,5
"De 14 a 29 años (010)",72,22,50
"Primaria (013)",9,5,4
"Secundaria (014)",46,13,33
"Superior no univ. incompleta (015)",9,2,7
"Superior no univ. completa (016)",6,1,5
"Superior univ. completa (018)",2,1,1
"De 30 a 44 años (020)",52,6,46
"Sin nivel (021)",1,,1
"Primaria (023)",13,2,11
"Secundaria (024)",29,3,26
"Superior no univ. incompleta (025)",4,,4
"Superior no univ. completa (026)",1,1,
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",2,,2
"De 45 a 64 años (030)",29,2,27
"Sin nivel (031)",2,1,1
"Primaria (033)",13,,13
"Secundaria (034)",9,,9
"Superior no univ. incompleta (035)",2,1,1
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",10,,10
"Sin nivel (041)",2,,2
"Primaria (043)",6,,6
"Secundaria (044)",1,,1
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",72,14,58
"Sin nivel (051)",1,1,
"Primaria (053)",7,1,6
"Secundaria (054)",42,7,35
"Superior no univ. incompleta (055)",11,3,8
"Superior no univ. completa (056)",7,1,6
"Superior univ. incompleta (057)",1,,1
"Superior univ. completa (058)",3,1,2
"De 14 a 29 años (060)",38,10,28
"Primaria (063)",1,,1
"Secundaria (064)",23,6,17
"Superior no univ. incompleta (065)",7,2,5
"Superior no univ. completa (066)",6,1,5
"Superior univ. completa (068)",1,1,
"De 30 a 44 años (070)",17,2,15
"Primaria (073)",1,1,
"Secundaria (074)",13,1,12
"Superior no univ. incompleta (075)",2,,2
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",12,2,10
"Sin nivel (081)",1,1,
"Primaria (083)",2,,2
"Secundaria (084)",5,,5
"Superior no univ. incompleta (085)",2,1,1
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",1,,1
"De 65 y más años (090)",5,,5
"Primaria (093)",3,,3
"Secundaria (094)",1,,1
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",91,16,75
"Sin nivel (101)",4,,4
"Primaria (103)",34,6,28
"Secundaria (104)",43,9,34
"Superior no univ. incompleta (105)",4,,4
"Superior no univ. completa (106)",1,1,
"Superior univ. incompleta (107)",2,,2
"Superior univ. completa (108)",3,,3
"De 14 a 29 años (110)",34,12,22
"Primaria (113)",8,5,3
"Secundaria (114)",23,7,16
"Superior no univ. incompleta (115)",2,,2
"Superior univ. completa (118)",1,,1
"De 30 a 44 años (120)",35,4,31
"Sin nivel (121)",1,,1
"Primaria (123)",12,1,11
"Secundaria (124)",16,2,14
"Superior no univ. incompleta (125)",2,,2
"Superior no univ. completa (126)",1,1,
"Superior univ. incompleta (127)",2,,2
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",17,,17
"Sin nivel (131)",1,,1
"Primaria (133)",11,,11
"Secundaria (134)",4,,4
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",5,,5
"Sin nivel (141)",2,,2
"Primaria (143)",3,,3
