"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AMBO (000)",15878,346,5022,5175,3995,1340
"Agric., ganadería, caza y silvicultura (001)",11289,305,3579,3462,2797,1146
"Pesca (002)",2,,1,1,,
"Explotación de minas y canteras (003)",125,4,49,50,22,
"Industrias manufactureras (004)",342,2,136,97,81,26
"Suministro de electricidad, gas y agua (005)",2,,,,2,
"Construcción (006)",465,4,149,175,124,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1233,17,342,475,329,70
"Venta, mant.y rep. veh.autom.y motoc. (008)",98,,53,32,10,3
"Comercio al por mayor (009)",61,,20,30,11,
"Comercio al por menor (010)",1074,17,269,413,308,67
"Hoteles y restaurantes (011)",331,6,87,124,91,23
"Trans., almac. y comunicaciones (012)",599,3,218,231,138,9
"Intermediación financiera (013)",9,,1,3,5,
"Activid.inmobil., empres. y alquileres (014)",77,,28,31,15,3
"Admin.pub. y defensa; p. segur.soc.afil (015)",193,,49,82,60,2
"Enseñanza (016)",435,,88,192,150,5
"Servicios sociales y de salud (017)",140,,51,62,26,1
"Otras activ. serv.comun.soc y personales (018)",142,2,50,53,33,4
"Hogares privados con servicio doméstico (019)",183,3,92,48,34,6
"Actividad economica no especificada (021)",311,,102,89,88,32
"Hombres (022)",12941,251,4020,4178,3307,1185
"Agric., ganadería, caza y silvicultura (023)",10119,224,3141,3142,2543,1069
"Pesca (024)",2,,1,1,,
"Explotación de minas y canteras (025)",125,4,49,50,22,
"Industrias manufactureras (026)",269,2,106,73,70,18
"Suministro de electricidad, gas y agua (027)",2,,,,2,
"Construcción (028)",460,4,146,174,123,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",610,10,184,220,156,40
"Venta, mant.y rep. veh.autom.y motoc. (030)",90,,51,26,10,3
"Comercio al por mayor (031)",35,,9,21,5,
"Comercio al por menor (032)",485,10,124,173,141,37
"Hoteles y restaurantes (033)",67,2,15,22,18,10
"Trans., almac. y comunicaciones (034)",586,3,210,230,134,9
"Intermediación financiera (035)",7,,,2,5,
"Activid.inmobil., empres. y alquileres (036)",57,,17,24,13,3
"Admin.pub. y defensa; p. segur.soc.afil (037)",139,,30,53,54,2
"Enseñanza (038)",252,,41,108,98,5
"Servicios sociales y de salud (039)",48,,14,16,18,
"Otras activ. serv.comun.soc y personales (040)",76,2,29,23,20,2
"Hogares privados con servicio doméstico (041)",24,,8,9,6,1
