"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia BOLOGNESI (000)",519,166,353
"De 14 a 29 años (001)",283,133,150
"De 30 a 44 años (002)",148,28,120
"De 45 a 64 años (003)",75,5,70
"De 65 y más años (004)",13,,13
"Hombres (005)",359,82,277
"De 14 a 29 años (006)",172,66,106
"De 30 a 44 años (007)",111,14,97
"De 45 a 64 años (008)",63,2,61
"De 65 y más años (009)",13,,13
"Mujeres (010)",160,84,76
"De 14 a 29 años (011)",111,67,44
"De 30 a 44 años (012)",37,14,23
"De 45 a 64 años (013)",12,3,9
,,,
"AREA URBANA (015)",386,111,275
"De 14 a 29 años (016)",193,84,109
"De 30 a 44 años (017)",120,24,96
"De 45 a 64 años (018)",63,3,60
"De 65 y más años (019)",10,,10
"Hombres (020)",273,54,219
"De 14 a 29 años (021)",124,42,82
"De 30 a 44 años (022)",88,12,76
"De 45 a 64 años (023)",51,,51
"De 65 y más años (024)",10,,10
"Mujeres (025)",113,57,56
"De 14 a 29 años (026)",69,42,27
"De 30 a 44 años (027)",32,12,20
"De 45 a 64 años (028)",12,3,9
,,,
"AREA RURAL (030)",133,55,78
"De 14 a 29 años (031)",90,49,41
"De 30 a 44 años (032)",28,4,24
"De 45 a 64 años (033)",12,2,10
"De 65 y más años (034)",3,,3
"Hombres (035)",86,28,58
"De 14 a 29 años (036)",48,24,24
"De 30 a 44 años (037)",23,2,21
"De 45 a 64 años (038)",12,2,10
"De 65 y más años (039)",3,,3
"Mujeres (040)",47,27,20
"De 14 a 29 años (041)",42,25,17
"De 30 a 44 años (042)",5,2,3
