"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AMBO (000)",15777,1182,2276,9272,265,2601,181
"Conviviente (001)",5509,273,813,3822,123,440,38
"Separado(a) (002)",472,48,58,306,7,34,19
"Casado(a) (003)",5007,445,559,3490,87,390,36
"Viudo(a) (004)",521,16,41,404,15,38,7
"Divorciado(a) (005)",55,6,9,30,4,3,3
"Soltero(a) (006)",4213,394,796,1220,29,1696,78
"Hombres (008)",12873,709,2095,8071,234,1740,24
"Conviviente (009)",4750,185,764,3511,117,170,3
"Separado(a) (010)",210,12,36,149,4,8,1
"Casado(a) (011)",4180,297,520,3151,78,130,4
"Viudo(a) (012)",331,5,28,264,8,24,2
"Divorciado(a) (013)",39,4,7,21,3,2,2
"Soltero(a) (014)",3363,206,740,975,24,1406,12
"Mujeres (016)",2904,473,181,1201,31,861,157
"Conviviente (017)",759,88,49,311,6,270,35
"Separado(a) (018)",262,36,22,157,3,26,18
"Casado(a) (019)",827,148,39,339,9,260,32
"Viudo(a) (020)",190,11,13,140,7,14,5
"Divorciado(a) (021)",16,2,2,9,1,1,1
"Soltero(a) (022)",850,188,56,245,5,290,66
,,,,,,,
"URBANA (024)",5074,927,800,2688,95,471,93
"Conviviente (025)",1521,205,282,881,30,106,17
"Separado(a) (026)",223,41,20,141,2,9,10
"Casado(a) (027)",1866,368,247,1066,40,124,21
"Viudo(a) (028)",151,13,15,103,5,12,3
"Divorciado(a) (029)",25,6,4,14,,,1
"Soltero(a) (030)",1288,294,232,483,18,220,41
"Hombres (032)",3678,556,746,2003,77,284,12
"Conviviente (033)",1176,138,267,699,26,44,2
"Separado(a) (034)",82,10,17,50,1,4,
"Casado(a) (035)",1401,243,226,846,34,51,1
"Viudo(a) (036)",78,4,11,51,3,8,1
"Divorciado(a) (037)",16,4,4,8,,,
"Soltero(a) (038)",925,157,221,349,13,177,8
"Mujeres (040)",1396,371,54,685,18,187,81
"Conviviente (041)",345,67,15,182,4,62,15
"Separado(a) (042)",141,31,3,91,1,5,10
"Casado(a) (043)",465,125,21,220,6,73,20
"Viudo(a) (044)",73,9,4,52,2,4,2
"Divorciado(a) (045)",9,2,,6,,,1
"Soltero(a) (046)",363,137,11,134,5,43,33
,,,,,,,
"RURAL (048)",10703,255,1476,6584,170,2130,88
"Conviviente (049)",3988,68,531,2941,93,334,21
"Separado(a) (050)",249,7,38,165,5,25,9
"Casado(a) (051)",3141,77,312,2424,47,266,15
"Viudo(a) (052)",370,3,26,301,10,26,4
"Divorciado(a) (053)",30,,5,16,4,3,2
"Soltero(a) (054)",2925,100,564,737,11,1476,37
"Hombres (056)",9195,153,1349,6068,157,1456,12
"Conviviente (057)",3574,47,497,2812,91,126,1
"Separado(a) (058)",128,2,19,99,3,4,1
"Casado(a) (059)",2779,54,294,2305,44,79,3
"Viudo(a) (060)",253,1,17,213,5,16,1
"Divorciado(a) (061)",23,,3,13,3,2,2
"Soltero(a) (062)",2438,49,519,626,11,1229,4
"Mujeres (064)",1508,102,127,516,13,674,76
"Conviviente (065)",414,21,34,129,2,208,20
"Separado(a) (066)",121,5,19,66,2,21,8
"Casado(a) (067)",362,23,18,119,3,187,12
"Viudo(a) (068)",117,2,9,88,5,10,3
"Divorciado(a) (069)",7,,2,3,1,1,
"Soltero(a) (070)",487,51,45,111,,247,33
