"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TALARA (000)",3598,674,2924
"Sin nivel (001)",66,13,53
"Educación inicial (002)",2,1,1
"Primaria (003)",644,77,567
"Secundaria (004)",1603,343,1260
"Superior no univ. incompleta (005)",295,59,236
"Superior no univ. completa (006)",511,85,426
"Superior univ. incompleta (007)",179,45,134
"Superior univ. completa (008)",298,51,247
"De 14 a 29 años (010)",1829,547,1282
"Sin nivel (011)",26,8,18
"Educación inicial (012)",2,1,1
"Primaria (013)",198,44,154
"Secundaria (014)",887,295,592
"Superior no univ. incompleta (015)",175,48,127
"Superior no univ. completa (016)",272,70,202
"Superior univ. incompleta (017)",121,39,82
"Superior univ. completa (018)",148,42,106
"De 30 a 44 años (020)",957,98,859
"Sin nivel (021)",20,4,16
"Primaria (023)",191,25,166
"Secundaria (024)",389,39,350
"Superior no univ. incompleta (025)",75,10,65
"Superior no univ. completa (026)",154,10,144
"Superior univ. incompleta (027)",32,4,28
"Superior univ. completa (028)",96,6,90
"De 45 a 64 años (030)",729,29,700
"Sin nivel (031)",15,1,14
"Primaria (033)",204,8,196
"Secundaria (034)",312,9,303
"Superior no univ. incompleta (035)",45,1,44
"Superior no univ. completa (036)",79,5,74
"Superior univ. incompleta (037)",24,2,22
"Superior univ. completa (038)",50,3,47
"De 65 y más años (040)",83,,83
"Sin nivel (041)",5,,5
"Primaria (043)",51,,51
"Secundaria (044)",15,,15
"Superior no univ. completa (046)",6,,6
"Superior univ. incompleta (047)",2,,2
"Superior univ. completa (048)",4,,4
,,,
"AREA URBANA (050)",3553,668,2885
"Sin nivel (051)",64,12,52
"Educación inicial (052)",2,1,1
"Primaria (053)",616,74,542
"Secundaria (054)",1591,341,1250
"Superior no univ. incompleta (055)",295,59,236
"Superior no univ. completa (056)",509,85,424
"Superior univ. incompleta (057)",179,45,134
"Superior univ. completa (058)",297,51,246
"De 14 a 29 años (060)",1801,542,1259
"Sin nivel (061)",24,7,17
"Educación inicial (062)",2,1,1
"Primaria (063)",182,42,140
"Secundaria (064)",878,293,585
"Superior no univ. incompleta (065)",175,48,127
"Superior no univ. completa (066)",271,70,201
"Superior univ. incompleta (067)",121,39,82
"Superior univ. completa (068)",148,42,106
"De 30 a 44 años (070)",948,97,851
"Sin nivel (071)",20,4,16
"Primaria (073)",186,24,162
"Secundaria (074)",387,39,348
"Superior no univ. incompleta (075)",75,10,65
"Superior no univ. completa (076)",153,10,143
"Superior univ. incompleta (077)",32,4,28
"Superior univ. completa (078)",95,6,89
"De 45 a 64 años (080)",724,29,695
"Sin nivel (081)",15,1,14
"Primaria (083)",200,8,192
"Secundaria (084)",311,9,302
"Superior no univ. incompleta (085)",45,1,44
"Superior no univ. completa (086)",79,5,74
"Superior univ. incompleta (087)",24,2,22
"Superior univ. completa (088)",50,3,47
"De 65 y más años (090)",80,,80
"Sin nivel (091)",5,,5
"Primaria (093)",48,,48
"Secundaria (094)",15,,15
"Superior no univ. completa (096)",6,,6
"Superior univ. incompleta (097)",2,,2
"Superior univ. completa (098)",4,,4
,,,
"AREA RURAL (100)",45,6,39
"Sin nivel (101)",2,1,1
"Primaria (103)",28,3,25
"Secundaria (104)",12,2,10
"Superior no univ. completa (106)",2,,2
"Superior univ. completa (108)",1,,1
"De 14 a 29 años (110)",28,5,23
"Sin nivel (111)",2,1,1
"Primaria (113)",16,2,14
"Secundaria (114)",9,2,7
"Superior no univ. completa (116)",1,,1
"De 30 a 44 años (120)",9,1,8
"Primaria (123)",5,1,4
"Secundaria (124)",2,,2
"Superior no univ. completa (126)",1,,1
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",5,,5
"Primaria (133)",4,,4
"Secundaria (134)",1,,1
"De 65 y más años (140)",3,,3
"Primaria (143)",3,,3
