"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia GRAU (000)",8636,8464,2174,874,820,774,1356,1101,790,575,172,31096
"De 12 a 14 años (001)",1003,1000,995,5,,,,,,,3,5
"De 15 a 19 años (002)",943,925,764,133,24,3,1,,,,18,194
"De 20 a 24 años (003)",705,663,164,269,169,49,12,,,,42,805
"De 25 a 29 años (004)",727,687,49,170,209,160,92,5,2,,40,1506
"De 30 a 34 años (005)",733,712,34,89,159,144,217,60,6,3,21,2259
"De 35 a 39 años (006)",692,682,15,39,74,109,238,146,51,10,10,3059
"De 40 a 44 años (007)",638,631,21,30,30,66,159,168,110,47,7,3524
"De 45 a 49 años (008)",570,565,14,26,30,48,117,147,121,62,5,3426
"De 50 y más años (009)",2625,2599,118,113,125,195,520,575,500,453,26,16318
"PEA (010)",1616,1561,225,268,221,188,259,192,125,83,55,5638
"De 12 a 14 años (011)",18,18,17,1,,,,,,,,1
"De 15 a 19 años (012)",118,114,82,27,5,,,,,,4,37
"De 20 a 24 años (013)",158,147,48,66,26,7,,,,,11,139
"De 25 a 29 años (014)",200,182,28,69,52,23,10,,,,18,284
"De 30 a 34 años (015)",222,210,17,45,61,39,34,14,,,12,524
"De 35 a 39 años (016)",180,176,3,17,27,41,51,26,10,1,4,688
"De 40 a 44 años (017)",180,178,6,13,13,26,62,38,13,7,2,818
"De 45 a 49 años (018)",150,149,5,12,16,26,29,28,19,14,1,745
"De 50 y más años (019)",390,387,19,18,21,26,73,86,83,61,3,2402
"Ocupada (020)",1545,1496,197,250,214,185,254,189,125,82,49,5544
"De 12 a 14 años (021)",17,17,16,1,,,,,,,,1
"De 15 a 19 años (022)",102,99,72,22,5,,,,,,3,32
"De 20 a 24 años (023)",138,130,38,60,25,7,,,,,8,131
