"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia TAHUAMANU (000)",7284,7003,281
"Hombres (001)",4705,4563,142
"Mujeres (002)",2579,2440,139
"De 18 a 29 años (003)",2584,2412,172
"Hombres (004)",1545,1464,81
"Mujeres (005)",1039,948,91
"De 30 a 44 años (006)",2752,2699,53
"Hombres (007)",1820,1790,30
"Mujeres (008)",932,909,23
"De 45 a 64 años (009)",1548,1517,31
"Hombres (010)",1082,1063,19
"Mujeres (011)",466,454,12
"De 65 y más años (012)",400,375,25
"Hombres (013)",258,246,12
"Mujeres (014)",142,129,13
,,,
"URBANA (015)",5135,4959,176
"Hombres (016)",3230,3150,80
"Mujeres (017)",1905,1809,96
"De 18 a 29 años (018)",1933,1820,113
"Hombres (019)",1130,1085,45
"Mujeres (020)",803,735,68
"De 30 a 44 años (021)",1973,1941,32
"Hombres (022)",1273,1254,19
"Mujeres (023)",700,687,13
"De 45 a 64 años (024)",997,978,19
"Hombres (025)",688,677,11
"Mujeres (026)",309,301,8
"De 65 y más años (027)",232,220,12
"Hombres (028)",139,134,5
"Mujeres (029)",93,86,7
,,,
"RURAL (030)",2149,2044,105
"Hombres (031)",1475,1413,62
"Mujeres (032)",674,631,43
"De 18 a 29 años (033)",651,592,59
"Hombres (034)",415,379,36
"Mujeres (035)",236,213,23
"De 30 a 44 años (036)",779,758,21
"Hombres (037)",547,536,11
"Mujeres (038)",232,222,10
"De 45 a 64 años (039)",551,539,12
"Hombres (040)",394,386,8
"Mujeres (041)",157,153,4
"De 65 y más años (042)",168,155,13
"Hombres (043)",119,112,7
"Mujeres (044)",49,43,6
