"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia SAN IGNACIO",,,
"Viviendas particulares (001)",17444,15749,1695
"Ocupantes presentes (002)",78593,71050,7543
"Casa independiente",,,
"Viviendas particulares (004)",16930,15266,1664
"Ocupantes presentes (005)",76749,69315,7434
"Departamento en edificio",,,
"Viviendas particulares (007)",24,24,
"Ocupantes presentes (008)",89,89,
"Vivienda en quinta",,,
"Viviendas particulares (010)",178,164,14
"Ocupantes presentes (011)",657,614,43
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",261,244,17
"Ocupantes presentes (014)",885,819,66
"Choza o cabaña",,,
"Viviendas particulares (016)",31,31,
"Ocupantes presentes (017)",142,142,
"Vivienda improvisada",,,
"Viviendas particulares (019)",4,4,
"Ocupantes presentes (020)",19,19,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",16,16,
"Ocupantes presentes (023)",52,52,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",4268,3970,298
"Ocupantes presentes (029)",17696,16556,1140
"Casa independiente",,,
"Viviendas particulares (031)",3794,3527,267
"Ocupantes presentes (032)",16021,14990,1031
"Departamento en edificio",,,
"Viviendas particulares (034)",24,24,
"Ocupantes presentes (035)",89,89,
"Vivienda en quinta",,,
"Viviendas particulares (037)",178,164,14
"Ocupantes presentes (038)",657,614,43
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",261,244,17
"Ocupantes presentes (041)",885,819,66
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",4,4,
"Ocupantes presentes (047)",19,19,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",7,7,
"Ocupantes presentes (050)",25,25,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",13176,11779,1397
"Ocupantes presentes (056)",60897,54494,6403
"Casa independiente",,,
"Viviendas particulares (058)",13136,11739,1397
"Ocupantes presentes (059)",60728,54325,6403
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",31,31,
"Ocupantes presentes (071)",142,142,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",9,9,
"Ocupantes presentes (077)",27,27,
"Otro tipo",,,
