"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUACAYBAMBA (000)",6654,23064,19346,,454,83.9,2
"De 12 a 14 años (001)",852,6,6,,1,100,16.7
"De 15 a 19 años (002)",910,155,150,42,96.8,27.1,
"De 20 a 24 años (003)",627,805,780,101,96.9,12.5,
"De 25 a 29 años (004)",590,1369,1300,93,95,6.8,
"De 30 a 34 años (005)",662,2380,2225,90,93.5,3.8,
"De 35 a 39 años (006)",620,2942,2675,85,90.9,2.9,
"De 40 a 44 años (007)",488,2830,2509,34,88.7,1.2,
"De 45 a 49 años (008)",367,2452,2115,8,86.3,0.3,
"De 50 y más años (009)",1538,10125,7586,,74.9,,
"PEA (010)",797,2480,2240,39,90.3,1.6,
"De 12 a 14 años (011)",12,2,2,,100,,
"De 15 a 19 años (012)",71,17,17,1,100,5.9,
"De 20 a 24 años (013)",75,62,61,8,98.4,12.9,
"De 25 a 29 años (014)",106,157,150,10,95.5,6.4,
"De 30 a 34 años (015)",122,316,299,9,94.6,2.8,
"De 35 a 39 años (016)",120,409,386,8,94.4,2,
"De 40 a 44 años (017)",93,386,365,3,94.6,0.8,
"De 45 a 49 años (018)",48,220,201,,91.4,,
"De 50 y más años (019)",150,911,759,,83.3,,
"Ocupada (020)",749,2404,2167,37,90.1,1.5,
"De 12 a 14 años (021)",8,,,,,,
"De 15 a 19 años (022)",58,17,17,1,100,5.9,
"De 20 a 24 años (023)",68,58,57,7,98.3,12.1,
"De 25 a 29 años (024)",101,152,145,10,95.4,6.6,
"De 30 a 34 años (025)",119,307,290,9,94.5,2.9,
"De 35 a 39 años (026)",118,402,379,7,94.3,1.7,
"De 40 a 44 años (027)",92,379,358,3,94.5,0.8,
"De 45 a 49 años (028)",43,207,188,,90.8,,
"De 50 y más años (029)",142,882,733,,83.1,,
"Desocupada (030)",48,76,73,2,96.1,2.6,
"De 12 a 14 años (031)",4,2,2,,100,,
"De 15 a 19 años (032)",13,,,,,,
"De 20 a 24 años (033)",7,4,4,1,100,25,
"De 25 a 29 años (034)",5,5,5,,100,,
"De 30 a 34 años (035)",3,9,9,,100,,
"De 35 a 39 años (036)",2,7,7,1,100,14.3,
"De 40 a 44 años (037)",1,7,7,,100,,
"De 45 a 49 años (038)",5,13,13,,100,,
