"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CUTERVO (000)",138213,89827,7871,991,39640
"Menos de 1 año (001)",2598,2188,125,17,269
"De 1 a 14 años (002)",50157,42556,2711,354,4574
"De 15 a 29 años (003)",34526,19985,1206,210,13140
"De 30 a 44 años (004)",24322,13028,2208,205,8919
"De 45 a 64 años (005)",18081,8740,1328,136,7894
"De 65 y mas años (006)",8529,3330,293,69,4844
"Hombres (008)",69481,43688,3934,521,21405
"Menos de 1 año (009)",1288,1087,58,4,139
"De 1 a 14 años (010)",25783,21860,1381,175,2385
"De 15 a 29 años (011)",17367,9258,543,106,7468
"De 30 a 44 años (012)",11905,5739,1056,118,5019
"De 45 a 64 años (013)",8841,4022,733,82,4014
"De 65 y mas años (014)",4297,1722,163,36,2380
"Mujeres (016)",68732,46139,3937,470,18235
"Menos de 1 año (017)",1310,1101,67,13,130
"De 1 a 14 años (018)",24374,20696,1330,179,2189
"De 15 a 29 años (019)",17159,10727,663,104,5672
"De 30 a 44 años (020)",12417,7289,1152,87,3900
"De 45 a 64 años (021)",9240,4718,595,54,3880
"De 65 y mas años (022)",4232,1608,130,33,2464
,,,,,
"URBANA (024)",26870,8347,5608,539,12430
"Menos de 1 año (025)",469,273,89,11,96
"De 1 a 14 años (026)",7980,4299,1881,153,1669
"De 15 a 29 años (027)",7308,1764,771,108,4668
"De 30 a 44 años (028)",5643,1010,1652,135,2864
"De 45 a 64 años (029)",3806,692,994,92,2036
"De 65 y mas años (030)",1664,309,221,40,1097
"Hombres (032)",13210,3913,2767,291,6267
"Menos de 1 año (033)",224,124,41,4,55
"De 1 a 14 años (034)",4079,2208,954,76,851
"De 15 a 29 años (035)",3532,773,343,58,2360
"De 30 a 44 años (036)",2687,379,772,77,1468
"De 45 a 64 años (037)",1883,290,533,57,1008
"De 65 y mas años (038)",805,139,124,19,525
"Mujeres (040)",13660,4434,2841,248,6163
"Menos de 1 año (041)",245,149,48,7,41
"De 1 a 14 años (042)",3901,2091,927,77,818
"De 15 a 29 años (043)",3776,991,428,50,2308
"De 30 a 44 años (044)",2956,631,880,58,1396
"De 45 a 64 años (045)",1923,402,461,35,1028
"De 65 y mas años (046)",859,170,97,21,572
,,,,,
"RURAL (048)",111343,81480,2263,452,27210
"Menos de 1 año (049)",2129,1915,36,6,173
"De 1 a 14 años (050)",42177,38257,830,201,2905
"De 15 a 29 años (051)",27218,18221,435,102,8472
"De 30 a 44 años (052)",18679,12018,556,70,6055
"De 45 a 64 años (053)",14275,8048,334,44,5858
"De 65 y mas años (054)",6865,3021,72,29,3747
"Hombres (056)",56271,39775,1167,230,15138
"Menos de 1 año (057)",1064,963,17,,84
"De 1 a 14 años (058)",21704,19652,427,99,1534
"De 15 a 29 años (059)",13835,8485,200,48,5108
"De 30 a 44 años (060)",9218,5360,284,41,3551
"De 45 a 64 años (061)",6958,3732,200,25,3006
"De 65 y mas años (062)",3492,1583,39,17,1855
"Mujeres (064)",55072,41705,1096,222,12072
"Menos de 1 año (065)",1065,952,19,6,89
"De 1 a 14 años (066)",20473,18605,403,102,1371
"De 15 a 29 años (067)",13383,9736,235,54,3364
"De 30 a 44 años (068)",9461,6658,272,29,2504
"De 45 a 64 años (069)",7317,4316,134,19,2852
"De 65 y mas años (070)",3373,1438,33,12,1892
