"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LAMBAYEQUE (000)",5175,1149,4026
"Sin nivel (001)",241,21,220
"Educación inicial (002)",11,2,9
"Primaria (003)",1878,295,1583
"Secundaria (004)",2025,519,1506
"Superior no univ. incompleta (005)",188,51,137
"Superior no univ. completa (006)",335,95,240
"Superior univ. incompleta (007)",166,63,103
"Superior univ. completa (008)",331,103,228
"De 14 a 29 años (010)",2723,1000,1723
"Sin nivel (011)",50,17,33
"Educación inicial (012)",9,2,7
"Primaria (013)",747,251,496
"Secundaria (014)",1283,462,821
"Superior no univ. incompleta (015)",133,48,85
"Superior no univ. completa (016)",194,79,115
"Superior univ. incompleta (017)",135,58,77
"Superior univ. completa (018)",172,83,89
"De 30 a 44 años (020)",1231,122,1109
"Sin nivel (021)",50,3,47
"Educación inicial (022)",2,,2
"Primaria (023)",449,33,416
"Secundaria (024)",465,47,418
"Superior no univ. incompleta (025)",34,3,31
"Superior no univ. completa (026)",107,16,91
"Superior univ. incompleta (027)",22,4,18
"Superior univ. completa (028)",102,16,86
"De 45 a 64 años (030)",934,27,907
"Sin nivel (031)",72,1,71
"Primaria (033)",491,11,480
"Secundaria (034)",260,10,250
"Superior no univ. incompleta (035)",19,,19
"Superior no univ. completa (036)",33,,33
"Superior univ. incompleta (037)",6,1,5
"Superior univ. completa (038)",53,4,49
"De 65 y más años (040)",287,,287
"Sin nivel (041)",69,,69
"Primaria (043)",191,,191
"Secundaria (044)",17,,17
"Superior no univ. incompleta (045)",2,,2
"Superior no univ. completa (046)",1,,1
"Superior univ. incompleta (047)",3,,3
"Superior univ. completa (048)",4,,4
,,,
"AREA URBANA (050)",2677,656,2021
"Sin nivel (051)",82,3,79
"Educación inicial (052)",5,1,4
"Primaria (053)",631,87,544
"Secundaria (054)",1084,297,787
"Superior no univ. incompleta (055)",154,41,113
"Superior no univ. completa (056)",274,79,195
"Superior univ. incompleta (057)",156,62,94
"Superior univ. completa (058)",291,86,205
"De 14 a 29 años (060)",1412,562,850
"Sin nivel (061)",8,2,6
"Educación inicial (062)",4,1,3
"Primaria (063)",207,69,138
"Secundaria (064)",654,260,394
"Superior no univ. incompleta (065)",111,38,73
"Superior no univ. completa (066)",150,65,85
"Superior univ. incompleta (067)",127,57,70
"Superior univ. completa (068)",151,70,81
"De 30 a 44 años (070)",645,77,568
"Sin nivel (071)",24,1,23
"Educación inicial (072)",1,,1
"Primaria (073)",163,13,150
"Secundaria (074)",239,30,209
"Superior no univ. incompleta (075)",25,3,22
"Superior no univ. completa (076)",90,14,76
"Superior univ. incompleta (077)",20,4,16
"Superior univ. completa (078)",83,12,71
"De 45 a 64 años (080)",500,17,483
"Sin nivel (081)",29,,29
"Primaria (083)",188,5,183
"Secundaria (084)",175,7,168
"Superior no univ. incompleta (085)",16,,16
"Superior no univ. completa (086)",33,,33
"Superior univ. incompleta (087)",6,1,5
"Superior univ. completa (088)",53,4,49
"De 65 y más años (090)",120,,120
"Sin nivel (091)",21,,21
"Primaria (093)",73,,73
"Secundaria (094)",16,,16
"Superior no univ. incompleta (095)",2,,2
"Superior no univ. completa (096)",1,,1
"Superior univ. incompleta (097)",3,,3
"Superior univ. completa (098)",4,,4
,,,
"AREA RURAL (100)",2498,493,2005
"Sin nivel (101)",159,18,141
"Educación inicial (102)",6,1,5
"Primaria (103)",1247,208,1039
"Secundaria (104)",941,222,719
"Superior no univ. incompleta (105)",34,10,24
"Superior no univ. completa (106)",61,16,45
"Superior univ. incompleta (107)",10,1,9
"Superior univ. completa (108)",40,17,23
"De 14 a 29 años (110)",1311,438,873
"Sin nivel (111)",42,15,27
"Educación inicial (112)",5,1,4
"Primaria (113)",540,182,358
"Secundaria (114)",629,202,427
"Superior no univ. incompleta (115)",22,10,12
"Superior no univ. completa (116)",44,14,30
"Superior univ. incompleta (117)",8,1,7
"Superior univ. completa (118)",21,13,8
"De 30 a 44 años (120)",586,45,541
"Sin nivel (121)",26,2,24
"Educación inicial (122)",1,,1
"Primaria (123)",286,20,266
"Secundaria (124)",226,17,209
"Superior no univ. incompleta (125)",9,,9
"Superior no univ. completa (126)",17,2,15
"Superior univ. incompleta (127)",2,,2
"Superior univ. completa (128)",19,4,15
"De 45 a 64 años (130)",434,10,424
"Sin nivel (131)",43,1,42
"Primaria (133)",303,6,297
"Secundaria (134)",85,3,82
"Superior no univ. incompleta (135)",3,,3
"De 65 y más años (140)",167,,167
"Sin nivel (141)",48,,48
"Primaria (143)",118,,118
"Secundaria (144)",1,,1
