"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ILO (000)",60591,2294,11496,10817,11464,9700,6892,4377,3551
"Quechua (001)",2735,1,61,400,469,466,533,419,386
"Aymara (002)",5138,7,123,743,1147,1040,915,685,478
"Ashaninca (003)",19,,1,3,2,8,1,3,1
"Otra lengua nativa (004)",117,6,22,22,21,9,13,15,9
"Castellano (005)",52519,2280,11280,9633,9819,8165,5425,3250,2667
"Idioma extranjero (006)",36,,2,9,2,7,4,3,9
"Es sordomudo/a (007)",27,,7,7,4,5,1,2,1
"Hombres (009)",30655,1162,5834,5414,5577,4861,3475,2360,1972
"Quechua (010)",1315,1,27,207,196,200,266,218,200
"Aymara (011)",2550,2,62,375,552,513,416,351,279
"Ashaninca (012)",8,,1,1,1,4,,,1
"Otra lengua nativa (013)",58,4,10,9,10,5,7,7,6
"Castellano (014)",26683,1155,5728,4812,4815,4131,2782,1781,1479
"Idioma extranjero (015)",25,,1,6,1,4,4,3,6
"Es sordomudo/a (016)",16,,5,4,2,4,,,1
"Mujeres (018)",29936,1132,5662,5403,5887,4839,3417,2017,1579
"Quechua (019)",1420,,34,193,273,266,267,201,186
"Aymara (020)",2588,5,61,368,595,527,499,334,199
"Ashaninca (021)",11,,,2,1,4,1,3,
"Otra lengua nativa (022)",59,2,12,13,11,4,6,8,3
"Castellano (023)",25836,1125,5552,4821,5004,4034,2643,1469,1188
"Idioma extranjero (024)",11,,1,3,1,3,,,3
"Es sordomudo/a (025)",11,,2,3,2,1,1,2,
,,,,,,,,,
"URBANA (027)",59891,2291,11458,10495,11361,9608,6819,4341,3518
"Quechua (028)",2664,1,60,350,460,460,530,417,386
"Aymara (029)",5096,7,120,715,1144,1035,913,684,478
"Ashaninca (030)",19,,1,3,2,8,1,3,1
"Otra lengua nativa (031)",117,6,22,22,21,9,13,15,9
"Castellano (032)",51932,2277,11246,9389,9728,8084,5357,3217,2634
"Idioma extranjero (033)",36,,2,9,2,7,4,3,9
"Es sordomudo/a (034)",27,,7,7,4,5,1,2,1
"Hombres (036)",30084,1161,5811,5123,5490,4784,3423,2337,1955
"Quechua (037)",1248,1,26,159,187,195,263,217,200
"Aymara (038)",2511,2,59,349,549,508,415,350,279
"Ashaninca (039)",8,,1,1,1,4,,,1
"Otra lengua nativa (040)",58,4,10,9,10,5,7,7,6
"Castellano (041)",26218,1154,5709,4595,4740,4064,2734,1760,1462
"Idioma extranjero (042)",25,,1,6,1,4,4,3,6
"Es sordomudo/a (043)",16,,5,4,2,4,,,1
"Mujeres (045)",29807,1130,5647,5372,5871,4824,3396,2004,1563
"Quechua (046)",1416,,34,191,273,265,267,200,186
"Aymara (047)",2585,5,61,366,595,527,498,334,199
"Ashaninca (048)",11,,,2,1,4,1,3,
"Otra lengua nativa (049)",59,2,12,13,11,4,6,8,3
"Castellano (050)",25714,1123,5537,4794,4988,4020,2623,1457,1172
"Idioma extranjero (051)",11,,1,3,1,3,,,3
"Es sordomudo/a (052)",11,,2,3,2,1,1,2,
,,,,,,,,,
"RURAL (054)",700,3,38,322,103,92,73,36,33
"Quechua (055)",71,,1,50,9,6,3,2,
"Aymara (056)",42,,3,28,3,5,2,1,
"Castellano (059)",587,3,34,244,91,81,68,33,33
"Hombres (063)",571,1,23,291,87,77,52,23,17
"Quechua (064)",67,,1,48,9,5,3,1,
"Aymara (065)",39,,3,26,3,5,1,1,
"Castellano (068)",465,1,19,217,75,67,48,21,17
"Mujeres (072)",129,2,15,31,16,15,21,13,16
"Quechua (073)",4,,,2,,1,,1,
"Aymara (074)",3,,,2,,,1,,
"Castellano (077)",122,2,15,27,16,14,20,12,16
