"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia YAROWILCA",,,,,,,,
"Hogares (001)",8207,3798,385,107,,19,12,4318
"Ocupantes presentes (002)",32339,16024,1566,445,,93,50,15975
"Casa independiente",,,,,,,,
"Hogares (004)",8092,3763,385,107,,19,12,4238
"Ocupantes presentes (005)",32023,15918,1566,445,,93,50,15765
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",3,3,,,,,,
"Ocupantes presentes (014)",11,11,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (016)",110,31,,,,,,79
"Ocupantes presentes (017)",301,94,,,,,,207
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",2,1,,,,,,1
"Ocupantes presentes (023)",4,1,,,,,,3
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2035,945,285,65,,15,11,1023
"Ocupantes presentes (029)",7883,3842,1105,270,,69,48,3802
"Casa independiente",,,,,,,,
"Hogares (031)",2030,941,285,65,,15,11,1022
"Ocupantes presentes (032)",7868,3830,1105,270,,69,48,3799
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",3,3,,,,,,
"Ocupantes presentes (041)",11,11,,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",2,1,,,,,,1
"Ocupantes presentes (050)",4,1,,,,,,3
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",6172,2853,100,42,,4,1,3295
"Ocupantes presentes (056)",24456,12182,461,175,,24,2,12173
"Casa independiente",,,,,,,,
"Hogares (058)",6062,2822,100,42,,4,1,3216
"Ocupantes presentes (059)",24155,12088,461,175,,24,2,11966
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",110,31,,,,,,79
"Ocupantes presentes (071)",301,94,,,,,,207
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
