"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PAUCARTAMBO (000)",10913,132,4695,3478,771,242,92,42,13,,1448
"Conviviente (001)",3785,63,1809,1089,229,68,22,8,1,,496
"Separado(a) (002)",354,5,166,106,34,9,6,,,,28
"Casado(a) (003)",4999,41,2224,1773,366,101,40,20,6,,428
"Viudo(a) (004)",1282,15,409,443,116,55,19,14,5,,206
"Divorciado(a) (005)",60,5,17,19,6,2,1,,,,10
"Soltero(a) (006)",433,3,70,48,20,7,4,,1,,280
,,,,,,,,,,,
"URBANA (008)",2150,21,818,687,203,72,34,13,1,,301
"Conviviente (009)",858,8,347,289,81,21,8,4,,,100
"Separado(a) (010)",139,2,67,42,14,3,3,,,,8
"Casado(a) (011)",780,8,318,260,81,27,13,3,,,70
"Viudo(a) (012)",215,2,62,77,17,16,6,6,,,29
"Divorciado(a) (013)",18,1,5,5,2,1,,,,,4
"Soltero(a) (014)",140,,19,14,8,4,4,,1,,90
,,,,,,,,,,,
"RURAL (016)",8763,111,3877,2791,568,170,58,29,12,,1147
"Conviviente (017)",2927,55,1462,800,148,47,14,4,1,,396
"Separado(a) (018)",215,3,99,64,20,6,3,,,,20
"Casado(a) (019)",4219,33,1906,1513,285,74,27,17,6,,358
"Viudo(a) (020)",1067,13,347,366,99,39,13,8,5,,177
"Divorciado(a) (021)",42,4,12,14,4,1,1,,,,6
"Soltero(a) (022)",293,3,51,34,12,3,,,,,190
