"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia PALPA",,,,,,,
"Viviendas particulares (001)",3457,403,126,615,2033,132,148
"Ocupantes presentes (002)",12783,1364,393,2437,7635,437,517
"Casa independiente",,,,,,,
"Viviendas particulares (004)",3301,354,86,611,1987,127,136
"Ocupantes presentes (005)",12289,1185,280,2424,7493,424,483
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",5,3,,,2,,
"Ocupantes presentes (008)",17,11,,,6,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",13,9,,,3,,1
"Ocupantes presentes (011)",51,37,,,10,,4
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",26,19,,,6,,1
"Ocupantes presentes (014)",85,60,,,20,,5
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",87,8,40,2,26,4,7
"Ocupantes presentes (017)",263,33,113,9,80,10,18
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",9,2,,1,5,,1
"Ocupantes presentes (020)",32,7,,3,17,,5
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",4,1,,,,1,2
"Ocupantes presentes (023)",9,4,,,,3,2
"Otro tipo",,,,,,,
"Viviendas particulares (025)",12,7,,1,4,,
"Ocupantes presentes (026)",37,27,,1,9,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2192,288,77,520,1193,32,82
"Ocupantes presentes (029)",8397,1003,263,2056,4682,97,296
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2125,247,77,518,1173,32,78
"Ocupantes presentes (032)",8170,857,263,2052,4620,97,281
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",5,3,,,2,,
"Ocupantes presentes (035)",17,11,,,6,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",13,9,,,3,,1
"Ocupantes presentes (038)",51,37,,,10,,4
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",26,19,,,6,,1
"Ocupantes presentes (041)",85,60,,,20,,5
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",9,2,,1,5,,1
"Ocupantes presentes (047)",32,7,,3,17,,5
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,1,,,,,1
"Ocupantes presentes (050)",5,4,,,,,1
"Otro tipo",,,,,,,
"Viviendas particulares (052)",12,7,,1,4,,
"Ocupantes presentes (053)",37,27,,1,9,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",1265,115,49,95,840,100,66
"Ocupantes presentes (056)",4386,361,130,381,2953,340,221
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1176,107,9,93,814,95,58
"Ocupantes presentes (059)",4119,328,17,372,2873,327,202
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",87,8,40,2,26,4,7
"Ocupantes presentes (071)",263,33,113,9,80,10,18
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,,,1,1
"Ocupantes presentes (077)",4,,,,,3,1
"Otro tipo",,,,,,,
