"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN MIGUEL (000)",49791,6271,466,28534,12014,493,909,297,807
"Hombres (001)",24497,1248,222,14221,7373,288,508,166,471
"Mujeres (002)",25294,5023,244,14313,4641,205,401,131,336
"PEA (003)",16159,1038,7,8777,4594,208,726,144,665
"Hombres (004)",13488,672,7,7645,4060,145,455,97,407
"Mujeres (005)",2671,366,,1132,534,63,271,47,258
"Ocupada (006)",14924,970,7,8114,4173,192,689,138,641
"Hombres (007)",12483,629,7,7102,3702,132,427,92,392
"Mujeres (008)",2441,341,,1012,471,60,262,46,249
"Desocupada (009)",1235,68,,663,421,16,37,6,24
"Hombres (010)",1005,43,,543,358,13,28,5,15
"Mujeres (011)",230,25,,120,63,3,9,1,9
"No PEA (012)",33632,5233,459,19757,7420,285,183,153,142
"Hombres (013)",11009,576,215,6576,3313,143,53,69,64
"Mujeres (014)",22623,4657,244,13181,4107,142,130,84,78
,,,,,,,,,
"URBANA (018)",8153,569,83,3299,2736,216,538,161,551
"Hombres (019)",4064,117,41,1546,1573,114,278,89,306
"Mujeres (020)",4089,452,42,1753,1163,102,260,72,245
"PEA (021)",3290,134,1,947,1131,103,443,82,449
"Hombres (022)",2251,53,1,674,892,65,251,54,261
"Mujeres (023)",1039,81,,273,239,38,192,28,188
"Ocupada (024)",3099,126,1,881,1050,99,426,80,436
"Hombres (025)",2104,50,1,623,824,62,238,52,254
"Mujeres (026)",995,76,,258,226,37,188,28,182
"Desocupada (027)",191,8,,66,81,4,17,2,13
"Hombres (028)",147,3,,51,68,3,13,2,7
"Mujeres (029)",44,5,,15,13,1,4,,6
"No PEA (030)",4863,435,82,2352,1605,113,95,79,102
"Hombres (031)",1813,64,40,872,681,49,27,35,45
"Mujeres (032)",3050,371,42,1480,924,64,68,44,57
,,,,,,,,,
"RURAL (036)",41638,5702,383,25235,9278,277,371,136,256
"Hombres (037)",20433,1131,181,12675,5800,174,230,77,165
"Mujeres (038)",21205,4571,202,12560,3478,103,141,59,91
"PEA (039)",12869,904,6,7830,3463,105,283,62,216
"Hombres (040)",11237,619,6,6971,3168,80,204,43,146
"Mujeres (041)",1632,285,,859,295,25,79,19,70
"Ocupada (042)",11825,844,6,7233,3123,93,263,58,205
"Hombres (043)",10379,579,6,6479,2878,70,189,40,138
"Mujeres (044)",1446,265,,754,245,23,74,18,67
"Desocupada (045)",1044,60,,597,340,12,20,4,11
"Hombres (046)",858,40,,492,290,10,15,3,8
"Mujeres (047)",186,20,,105,50,2,5,1,3
"No PEA (048)",28769,4798,377,17405,5815,172,88,74,40
"Hombres (049)",9196,512,175,5704,2632,94,26,34,19
"Mujeres (050)",19573,4286,202,11701,3183,78,62,40,21
