"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",10141,1769,2683,3792,64,1778,55
"Conviviente (001)",2832,447,871,1066,15,428,5
"Separado(a) (002)",236,38,59,110,2,27,
"Casado(a) (003)",4005,748,910,1705,30,605,7
"Viudo(a) (004)",412,11,66,273,4,55,3
"Divorciado(a) (005)",57,10,11,28,2,6,
"Soltero(a) (006)",2599,515,766,610,11,657,40
"Hombres (008)",7076,1088,2113,2954,49,858,14
"Conviviente (009)",2021,278,706,869,11,156,1
"Separado(a) (010)",136,16,41,62,1,16,
"Casado(a) (011)",2856,516,687,1429,25,197,2
"Viudo(a) (012)",216,5,38,146,3,24,
"Divorciado(a) (013)",36,6,7,17,1,5,
"Soltero(a) (014)",1811,267,634,431,8,460,11
"Mujeres (016)",3065,681,570,838,15,920,41
"Conviviente (017)",811,169,165,197,4,272,4
"Separado(a) (018)",100,22,18,48,1,11,
"Casado(a) (019)",1149,232,223,276,5,408,5
"Viudo(a) (020)",196,6,28,127,1,31,3
"Divorciado(a) (021)",21,4,4,11,1,1,
"Soltero(a) (022)",788,248,132,179,3,197,29
,,,,,,,
"URBANA (024)",4625,1127,1096,1581,40,739,42
"Conviviente (025)",1333,272,380,479,7,190,5
"Separado(a) (026)",128,27,29,55,2,15,
"Casado(a) (027)",1786,474,339,689,20,259,5
"Viudo(a) (028)",167,10,26,106,4,20,1
"Divorciado(a) (029)",33,8,6,15,1,3,
"Soltero(a) (030)",1178,336,316,237,6,252,31
"Hombres (032)",3004,658,829,1149,30,326,12
"Conviviente (033)",899,167,289,370,5,67,1
"Separado(a) (034)",63,13,18,24,1,7,
"Casado(a) (035)",1174,306,242,542,17,66,1
"Viudo(a) (036)",87,5,14,55,3,10,
"Divorciado(a) (037)",18,5,3,8,,2,
"Soltero(a) (038)",763,162,263,150,4,174,10
"Mujeres (040)",1621,469,267,432,10,413,30
"Conviviente (041)",434,105,91,109,2,123,4
"Separado(a) (042)",65,14,11,31,1,8,
"Casado(a) (043)",612,168,97,147,3,193,4
"Viudo(a) (044)",80,5,12,51,1,10,1
"Divorciado(a) (045)",15,3,3,7,1,1,
"Soltero(a) (046)",415,174,53,87,2,78,21
,,,,,,,
"RURAL (048)",5516,642,1587,2211,24,1039,13
"Conviviente (049)",1499,175,491,587,8,238,
"Separado(a) (050)",108,11,30,55,,12,
"Casado(a) (051)",2219,274,571,1016,10,346,2
"Viudo(a) (052)",245,1,40,167,,35,2
"Divorciado(a) (053)",24,2,5,13,1,3,
"Soltero(a) (054)",1421,179,450,373,5,405,9
"Hombres (056)",4072,430,1284,1805,19,532,2
"Conviviente (057)",1122,111,417,499,6,89,
"Separado(a) (058)",73,3,23,38,,9,
"Casado(a) (059)",1682,210,445,887,8,131,1
"Viudo(a) (060)",129,,24,91,,14,
"Divorciado(a) (061)",18,1,4,9,1,3,
"Soltero(a) (062)",1048,105,371,281,4,286,1
"Mujeres (064)",1444,212,303,406,5,507,11
"Conviviente (065)",377,64,74,88,2,149,
"Separado(a) (066)",35,8,7,17,,3,
"Casado(a) (067)",537,64,126,129,2,215,1
"Viudo(a) (068)",116,1,16,76,,21,2
"Divorciado(a) (069)",6,1,1,4,,,
"Soltero(a) (070)",373,74,79,92,1,119,8
