"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia TALARA (000)",54397,46777,7620
"De 3 a 5 años (001)",7499,941,6558
"De 6 a 11 años (002)",14091,13296,795
"De 12 a 16 años (003)",13583,13492,91
"De 17 a 24 años (004)",19224,19048,176
"Hombres (005)",27579,23658,3921
"De 3 a 5 años (006)",3821,465,3356
"De 6 a 11 años (007)",7112,6695,417
"De 12 a 16 años (008)",6906,6854,52
"De 17 a 24 años (009)",9740,9644,96
"Mujeres (010)",26818,23119,3699
"De 3 a 5 años (011)",3678,476,3202
"De 6 a 11 años (012)",6979,6601,378
"De 12 a 16 años (013)",6677,6638,39
"De 17 a 24 años (014)",9484,9404,80
,,,
"URBANA (015)",53325,45883,7442
"De 3 a 5 años (016)",7350,932,6418
"De 6 a 11 años (017)",13838,13067,771
"De 12 a 16 años (018)",13360,13274,86
"De 17 a 24 años (019)",18777,18610,167
"Hombres (020)",27014,23185,3829
"De 3 a 5 años (021)",3748,462,3286
"De 6 a 11 años (022)",6985,6584,401
"De 12 a 16 años (023)",6784,6734,50
"De 17 a 24 años (024)",9497,9405,92
"Mujeres (025)",26311,22698,3613
"De 3 a 5 años (026)",3602,470,3132
"De 6 a 11 años (027)",6853,6483,370
"De 12 a 16 años (028)",6576,6540,36
"De 17 a 24 años (029)",9280,9205,75
,,,
"RURAL (030)",1072,894,178
"De 3 a 5 años (031)",149,9,140
"De 6 a 11 años (032)",253,229,24
"De 12 a 16 años (033)",223,218,5
"De 17 a 24 años (034)",447,438,9
"Hombres (035)",565,473,92
"De 3 a 5 años (036)",73,3,70
"De 6 a 11 años (037)",127,111,16
"De 12 a 16 años (038)",122,120,2
"De 17 a 24 años (039)",243,239,4
"Mujeres (040)",507,421,86
"De 3 a 5 años (041)",76,6,70
"De 6 a 11 años (042)",126,118,8
"De 12 a 16 años (043)",101,98,3
"De 17 a 24 años (044)",204,199,5
