"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia GRAN CHIMU (000)",10568,210,3489,3498,2526,845
"Empleado (001)",1189,7,321,586,255,20
"Obrero (002)",2691,32,1160,936,458,105
"Trabajador independiente (003)",4750,31,961,1527,1606,625
"Empleador o patrono (004)",117,,18,42,40,17
"Trabajador familiar no remunerado (005)",1258,113,704,271,117,53
"Trabajador del hogar (006)",209,8,101,55,27,18
"Desocupado (008)",354,19,224,81,23,7
"Hombres (009)",9054,178,3011,2917,2187,761
"Empleado (010)",736,6,185,351,180,14
"Obrero (011)",2573,31,1121,890,433,98
"Trabajador independiente (012)",4235,29,847,1343,1429,587
"Empleador o patrono (013)",100,,12,37,36,15
"Trabajador familiar no remunerado (014)",1101,100,658,220,86,37
"Trabajador del hogar (015)",12,1,5,2,1,3
"Desocupado (017)",297,11,183,74,22,7
"Mujeres (018)",1514,32,478,581,339,84
"Empleado (019)",453,1,136,235,75,6
"Obrero (020)",118,1,39,46,25,7
"Trabajador independiente (021)",515,2,114,184,177,38
"Empleador o patrono (022)",17,,6,5,4,2
"Trabajador familiar no remunerado (023)",157,13,46,51,31,16
"Trabajador del hogar (024)",197,7,96,53,26,15
"Desocupado (026)",57,8,41,7,1,
,,,,,,
"URBANA (027)",2409,51,721,859,615,163
"Empleado (028)",558,5,139,265,136,13
"Obrero (029)",595,10,256,203,104,22
"Trabajador independiente (030)",885,9,167,290,319,100
"Empleador o patrono (031)",56,,9,23,14,10
"Trabajador familiar no remunerado (032)",172,21,68,48,22,13
"Trabajador del hogar (033)",77,5,36,18,14,4
"Desocupado (035)",66,1,46,12,6,1
"Hombres (036)",1688,38,518,561,444,127
"Empleado (037)",294,5,67,123,89,10
"Obrero (038)",561,10,247,188,96,20
"Trabajador independiente (039)",628,7,115,195,231,80
"Empleador o patrono (040)",42,,4,19,11,8
"Trabajador familiar no remunerado (041)",105,15,49,24,10,7
"Trabajador del hogar (042)",5,1,1,1,1,1
"Desocupado (044)",53,,35,11,6,1
"Mujeres (045)",721,13,203,298,171,36
"Empleado (046)",264,,72,142,47,3
"Obrero (047)",34,,9,15,8,2
"Trabajador independiente (048)",257,2,52,95,88,20
"Empleador o patrono (049)",14,,5,4,3,2
"Trabajador familiar no remunerado (050)",67,6,19,24,12,6
"Trabajador del hogar (051)",72,4,35,17,13,3
"Desocupado (053)",13,1,11,1,,
,,,,,,
"RURAL (054)",8159,159,2768,2639,1911,682
"Empleado (055)",631,2,182,321,119,7
"Obrero (056)",2096,22,904,733,354,83
"Trabajador independiente (057)",3865,22,794,1237,1287,525
"Empleador o patrono (058)",61,,9,19,26,7
"Trabajador familiar no remunerado (059)",1086,92,636,223,95,40
"Trabajador del hogar (060)",132,3,65,37,13,14
"Desocupado (062)",288,18,178,69,17,6
"Hombres (063)",7366,140,2493,2356,1743,634
"Empleado (064)",442,1,118,228,91,4
"Obrero (065)",2012,21,874,702,337,78
"Trabajador independiente (066)",3607,22,732,1148,1198,507
"Empleador o patrono (067)",58,,8,18,25,7
"Trabajador familiar no remunerado (068)",996,85,609,196,76,30
"Trabajador del hogar (069)",7,,4,1,,2
"Desocupado (071)",244,11,148,63,16,6
"Mujeres (072)",793,19,275,283,168,48
"Empleado (073)",189,1,64,93,28,3
"Obrero (074)",84,1,30,31,17,5
"Trabajador independiente (075)",258,,62,89,89,18
"Empleador o patrono (076)",3,,1,1,1,
"Trabajador familiar no remunerado (077)",90,7,27,27,19,10
"Trabajador del hogar (078)",125,3,61,36,13,12
"Desocupado (080)",44,7,30,6,1,
