"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",16835,1948,1962,9169,157,3342,257
"Sin nivel (001)",1264,14,72,795,3,367,13
"Educación inicial (002)",21,,4,6,,9,2
"Primaria (003)",8162,104,888,4930,61,2078,101
"Secundaria (004)",5361,450,915,2958,75,829,134
"Superior no univ. incompleta (005)",387,179,40,144,8,13,3
"Superior no univ. completa (006)",518,362,18,123,1,13,1
"Superior univ. incompleta (007)",350,189,11,125,7,16,2
"Superior univ. completa (008)",772,650,14,88,2,17,1
"Hombres (010)",12563,1279,1737,7650,138,1705,54
"Sin nivel (011)",790,6,56,627,3,93,5
"Educación inicial (012)",17,,4,5,,8,
"Primaria (013)",6108,66,748,4177,55,1047,15
"Secundaria (014)",4262,316,850,2464,69,532,31
"Superior no univ. incompleta (015)",289,123,39,112,7,7,1
"Superior no univ. completa (016)",353,229,16,100,,7,1
"Superior univ. incompleta (017)",247,126,11,98,4,7,1
"Superior univ. completa (018)",497,413,13,67,,4,
"Mujeres (020)",4272,669,225,1519,19,1637,203
"Sin nivel (021)",474,8,16,168,,274,8
"Educación inicial (022)",4,,,1,,1,2
"Primaria (023)",2054,38,140,753,6,1031,86
"Secundaria (024)",1099,134,65,494,6,297,103
"Superior no univ. incompleta (025)",98,56,1,32,1,6,2
"Superior no univ. completa (026)",165,133,2,23,1,6,
"Superior univ. incompleta (027)",103,63,,27,3,9,1
"Superior univ. completa (028)",275,237,1,21,2,13,1
,,,,,,,
"URBANA (030)",4864,1308,818,2093,66,402,177
"Sin nivel (031)",131,7,13,76,,28,7
"Educación inicial (032)",7,,2,2,,2,1
"Primaria (033)",1352,80,248,765,12,183,64
"Secundaria (034)",2073,310,495,969,40,160,99
"Superior no univ. incompleta (035)",233,105,27,83,6,9,3
"Superior no univ. completa (036)",350,251,13,76,1,8,1
"Superior univ. incompleta (037)",206,121,8,66,5,4,2
"Superior univ. completa (038)",512,434,12,56,2,8,
"Hombres (040)",3331,821,749,1454,52,217,38
"Sin nivel (041)",75,3,9,55,,6,2
"Educación inicial (042)",5,,2,1,,2,
"Primaria (043)",895,55,217,503,8,100,12
"Secundaria (044)",1513,204,465,691,36,96,21
"Superior no univ. incompleta (045)",165,69,26,59,6,4,1
"Superior no univ. completa (046)",217,145,11,55,,5,1
"Superior univ. incompleta (047)",141,79,8,50,2,1,1
"Superior univ. completa (048)",320,266,11,40,,3,
"Mujeres (050)",1533,487,69,639,14,185,139
"Sin nivel (051)",56,4,4,21,,22,5
"Educación inicial (052)",2,,,1,,,1
"Primaria (053)",457,25,31,262,4,83,52
"Secundaria (054)",560,106,30,278,4,64,78
"Superior no univ. incompleta (055)",68,36,1,24,,5,2
"Superior no univ. completa (056)",133,106,2,21,1,3,
"Superior univ. incompleta (057)",65,42,,16,3,3,1
"Superior univ. completa (058)",192,168,1,16,2,5,
,,,,,,,
"RURAL (060)",11971,640,1144,7076,91,2940,80
"Sin nivel (061)",1133,7,59,719,3,339,6
"Educación inicial (062)",14,,2,4,,7,1
"Primaria (063)",6810,24,640,4165,49,1895,37
"Secundaria (064)",3288,140,420,1989,35,669,35
"Superior no univ. incompleta (065)",154,74,13,61,2,4,
"Superior no univ. completa (066)",168,111,5,47,,5,
"Superior univ. incompleta (067)",144,68,3,59,2,12,
"Superior univ. completa (068)",260,216,2,32,,9,1
"Hombres (070)",9232,458,988,6196,86,1488,16
"Sin nivel (071)",715,3,47,572,3,87,3
"Educación inicial (072)",12,,2,4,,6,
"Primaria (073)",5213,11,531,3674,47,947,3
"Secundaria (074)",2749,112,385,1773,33,436,10
"Superior no univ. incompleta (075)",124,54,13,53,1,3,
"Superior no univ. completa (076)",136,84,5,45,,2,
"Superior univ. incompleta (077)",106,47,3,48,2,6,
"Superior univ. completa (078)",177,147,2,27,,1,
"Mujeres (080)",2739,182,156,880,5,1452,64
"Sin nivel (081)",418,4,12,147,,252,3
"Educación inicial (082)",2,,,,,1,1
"Primaria (083)",1597,13,109,491,2,948,34
"Secundaria (084)",539,28,35,216,2,233,25
"Superior no univ. incompleta (085)",30,20,,8,1,1,
"Superior no univ. completa (086)",32,27,,2,,3,
"Superior univ. incompleta (087)",38,21,,11,,6,
"Superior univ. completa (088)",83,69,,5,,8,1
