"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAMANGA (000)",70933,21482,9685,31581,1247,5415,1523
"Conviviente (001)",18698,5241,2903,8924,354,1051,225
"Separado(a) (002)",3121,930,343,1557,31,96,164
"Casado(a) (003)",26376,7465,3381,12921,516,1982,111
"Viudo(a) (004)",2121,274,224,1422,44,127,30
"Divorciado(a) (005)",416,175,40,183,10,5,3
"Soltero(a) (006)",20201,7397,2794,6574,292,2154,990
"Hombres (008)",43162,11865,8134,19850,881,2362,70
"Conviviente (009)",12212,3208,2471,5893,274,355,11
"Separado(a) (010)",831,236,154,406,15,18,2
"Casado(a) (011)",17299,4630,2961,8717,363,623,5
"Viudo(a) (012)",667,67,121,431,12,36,
"Divorciado(a) (013)",192,81,27,79,5,,
"Soltero(a) (014)",11961,3643,2400,4324,212,1330,52
"Mujeres (016)",27771,9617,1551,11731,366,3053,1453
"Conviviente (017)",6486,2033,432,3031,80,696,214
"Separado(a) (018)",2290,694,189,1151,16,78,162
"Casado(a) (019)",9077,2835,420,4204,153,1359,106
"Viudo(a) (020)",1454,207,103,991,32,91,30
"Divorciado(a) (021)",224,94,13,104,5,5,3
"Soltero(a) (022)",8240,3754,394,2250,80,824,938
,,,,,,,
"URBANA (024)",57701,21015,7269,23982,1067,2920,1448
"Conviviente (025)",15621,5112,2316,7051,304,624,214
"Separado(a) (026)",2815,911,281,1374,24,63,162
"Casado(a) (027)",19934,7304,2304,8753,424,1046,103
"Viudo(a) (028)",1573,261,142,1058,38,45,29
"Divorciado(a) (029)",379,174,32,157,10,4,2
"Soltero(a) (030)",17379,7253,2194,5589,267,1138,938
"Hombres (032)",33272,11575,6148,13661,718,1103,67
"Conviviente (033)",9825,3119,1974,4298,227,197,10
"Separado(a) (034)",732,231,134,340,13,12,2
"Casado(a) (035)",12121,4507,2016,5058,275,261,4
"Viudo(a) (036)",411,64,79,250,9,9,
"Divorciado(a) (037)",172,81,22,64,5,,
"Soltero(a) (038)",10011,3573,1923,3651,189,624,51
"Mujeres (040)",24429,9440,1121,10321,349,1817,1381
"Conviviente (041)",5796,1993,342,2753,77,427,204
"Separado(a) (042)",2083,680,147,1034,11,51,160
"Casado(a) (043)",7813,2797,288,3695,149,785,99
"Viudo(a) (044)",1162,197,63,808,29,36,29
"Divorciado(a) (045)",207,93,10,93,5,4,2
"Soltero(a) (046)",7368,3680,271,1938,78,514,887
,,,,,,,
"RURAL (048)",13232,467,2416,7599,180,2495,75
"Conviviente (049)",3077,129,587,1873,50,427,11
"Separado(a) (050)",306,19,62,183,7,33,2
"Casado(a) (051)",6442,161,1077,4168,92,936,8
"Viudo(a) (052)",548,13,82,364,6,82,1
"Divorciado(a) (053)",37,1,8,26,,1,1
"Soltero(a) (054)",2822,144,600,985,25,1016,52
"Hombres (056)",9890,290,1986,6189,163,1259,3
"Conviviente (057)",2387,89,497,1595,47,158,1
"Separado(a) (058)",99,5,20,66,2,6,
"Casado(a) (059)",5178,123,945,3659,88,362,1
"Viudo(a) (060)",256,3,42,181,3,27,
"Divorciado(a) (061)",20,,5,15,,,
"Soltero(a) (062)",1950,70,477,673,23,706,1
"Mujeres (064)",3342,177,430,1410,17,1236,72
"Conviviente (065)",690,40,90,278,3,269,10
"Separado(a) (066)",207,14,42,117,5,27,2
"Casado(a) (067)",1264,38,132,509,4,574,7
"Viudo(a) (068)",292,10,40,183,3,55,1
"Divorciado(a) (069)",17,1,3,11,,1,1
"Soltero(a) (070)",872,74,123,312,2,310,51
