"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCA SANCOS (000)",10465,190,3488,2217,1941,1677,952
"Jefe o Jefa (001)",3506,,7,528,1155,1155,661
"Esposa(o) / compañera(o) (002)",1518,,5,380,572,411,150
"Hijo(a) / hijastro(a) (003)",4288,153,2935,1062,114,23,1
"Yerno / nuera (004)",72,,1,46,21,4,
"Nieto(a) (005)",398,31,308,56,3,,
"Padres / suegros (006)",108,,,,,18,90
"Otro(a) pariente (007)",427,6,212,99,37,34,39
"Trabajador(a) del hogar (008)",9,,1,6,1,,1
"Otro(a) no pariente (010)",139,,19,40,38,32,10
"Hombres (011)",5037,101,1756,1106,918,773,383
"Jefe o Jefa (012)",2170,,5,341,776,704,344
"Esposa(o) / compañera(o) (013)",88,,3,33,28,18,6
"Hijo(a) / hijastro(a) (014)",2225,82,1483,594,53,12,1
"Yerno / nuera (015)",31,,,16,12,3,
"Nieto(a) (016)",195,16,144,33,2,,
"Padres / suegros (017)",22,,,,,6,16
"Otro(a) pariente (018)",223,3,108,64,24,13,11
"Trabajador(a) del hogar (019)",1,,,1,,,
"Otro(a) no pariente (021)",82,,13,24,23,17,5
"Mujeres (022)",5428,89,1732,1111,1023,904,569
"Jefe o Jefa (023)",1336,,2,187,379,451,317
"Esposa(o) / compañera(o) (024)",1430,,2,347,544,393,144
"Hijo(a) / hijastro(a) (025)",2063,71,1452,468,61,11,
"Yerno / nuera (026)",41,,1,30,9,1,
"Nieto(a) (027)",203,15,164,23,1,,
"Padres / suegros (028)",86,,,,,12,74
"Otro(a) pariente (029)",204,3,104,35,13,21,28
"Trabajador(a) del hogar (030)",8,,1,5,1,,1
"Otro(a) no pariente (032)",57,,6,16,15,15,5
,,,,,,,
"URBANA (033)",7076,124,2413,1493,1315,1089,642
"Jefe o Jefa (034)",2221,,5,316,730,731,439
"Esposa(o) / compañera(o) (035)",1048,,4,248,421,275,100
"Hijo(a) / hijastro(a) (036)",2955,91,2013,747,84,19,1
"Yerno / nuera (037)",48,,1,30,15,2,
"Nieto(a) (038)",309,28,234,45,2,,
"Padres / suegros (039)",84,,,,,16,68
"Otro(a) pariente (040)",289,5,137,68,30,21,28
"Trabajador(a) del hogar (041)",7,,1,5,,,1
"Otro(a) no pariente (043)",115,,18,34,33,25,5
"Hombres (044)",3418,70,1218,766,619,493,252
"Jefe o Jefa (045)",1392,,4,208,514,443,223
"Esposa(o) / compañera(o) (046)",54,,2,23,15,10,4
"Hijo(a) / hijastro(a) (047)",1547,52,1011,430,42,11,1
"Yerno / nuera (048)",20,,,12,7,1,
"Nieto(a) (049)",153,15,111,26,1,,
"Padres / suegros (050)",18,,,,,6,12
"Otro(a) pariente (051)",165,3,78,47,21,7,9
"Otro(a) no pariente (054)",69,,12,20,19,15,3
"Mujeres (055)",3658,54,1195,727,696,596,390
"Jefe o Jefa (056)",829,,1,108,216,288,216
"Esposa(o) / compañera(o) (057)",994,,2,225,406,265,96
"Hijo(a) / hijastro(a) (058)",1408,39,1002,317,42,8,
"Yerno / nuera (059)",28,,1,18,8,1,
"Nieto(a) (060)",156,13,123,19,1,,
"Padres / suegros (061)",66,,,,,10,56
"Otro(a) pariente (062)",124,2,59,21,9,14,19
"Trabajador(a) del hogar (063)",7,,1,5,,,1
"Otro(a) no pariente (065)",46,,6,14,14,10,2
,,,,,,,
"RURAL (066)",3389,66,1075,724,626,588,310
"Jefe o Jefa (067)",1285,,2,212,425,424,222
"Esposa(o) / compañera(o) (068)",470,,1,132,151,136,50
"Hijo(a) / hijastro(a) (069)",1333,62,922,315,30,4,
"Yerno / nuera (070)",24,,,16,6,2,
"Nieto(a) (071)",89,3,74,11,1,,
"Padres / suegros (072)",24,,,,,2,22
"Otro(a) pariente (073)",138,1,75,31,7,13,11
"Trabajador(a) del hogar (074)",2,,,1,1,,
"Otro(a) no pariente (076)",24,,1,6,5,7,5
"Hombres (077)",1619,31,538,340,299,280,131
"Jefe o Jefa (078)",778,,1,133,262,261,121
"Esposa(o) / compañera(o) (079)",34,,1,10,13,8,2
"Hijo(a) / hijastro(a) (080)",678,30,472,164,11,1,
"Yerno / nuera (081)",11,,,4,5,2,
"Nieto(a) (082)",42,1,33,7,1,,
"Padres / suegros (083)",4,,,,,,4
"Otro(a) pariente (084)",58,,30,17,3,6,2
"Trabajador(a) del hogar (085)",1,,,1,,,
"Otro(a) no pariente (087)",13,,1,4,4,2,2
"Mujeres (088)",1770,35,537,384,327,308,179
"Jefe o Jefa (089)",507,,1,79,163,163,101
"Esposa(o) / compañera(o) (090)",436,,,122,138,128,48
"Hijo(a) / hijastro(a) (091)",655,32,450,151,19,3,
"Yerno / nuera (092)",13,,,12,1,,
"Nieto(a) (093)",47,2,41,4,,,
"Padres / suegros (094)",20,,,,,2,18
"Otro(a) pariente (095)",80,1,45,14,4,7,9
"Trabajador(a) del hogar (096)",1,,,,1,,
"Otro(a) no pariente (098)",11,,,2,1,5,3
