"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia HUARAZ (000)",34943,28740,6203
"Red pública dentro de la vivienda (001)",24791,22416,2375
"Red pública fuera de la vivienda (002)",4161,3375,786
"Pilón de uso público (003)",349,144,205
"Camión - cisterna u otro similar (004)",56,50,6
"Pozo (005)",1299,707,592
"Río, acequia, manatial o similar (006)",3152,1482,1670
"Vecino (007)",929,434,495
"Otro (008)",206,132,74
,,,
"URBANA (010)",25356,22708,2648
"Red pública dentro de la vivienda (011)",20713,19303,1410
"Red pública fuera de la vivienda (012)",2628,2329,299
"Pilón de uso público (013)",236,101,135
"Camión - cisterna u otro similar (014)",11,7,4
"Pozo (015)",205,86,119
"Río, acequia, manatial o similar (016)",883,530,353
"Vecino (017)",560,271,289
"Otro (018)",120,81,39
,,,
"RURAL (020)",9587,6032,3555
"Red pública dentro de la vivienda (021)",4078,3113,965
"Red pública fuera de la vivienda (022)",1533,1046,487
"Pilón de uso público (023)",113,43,70
"Camión - cisterna u otro similar (024)",45,43,2
"Pozo (025)",1094,621,473
"Río, acequia, manatial o similar (026)",2269,952,1317
"Vecino (027)",369,163,206
"Otro (028)",86,51,35
